Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,143751000.0,109283000.0,84542000.0,62872000.0,47736000.0
Revenue Growth,0.315401297548567,0.292647441508363,0.344668532892225,0.317077258253729,
Cost of Revenue,41493000.0,29015000.0,22940000.0,16908000.0,12715000.0
Gross Profit,102258000.0,80268000.0,61602000.0,45964000.0,35021000.0
R&D Expenses,5289000.0,5060000.0,4476000.0,4312000.0,2843000.0
SG&A Expense,93979000.0,71310000.0,52854000.0,38201000.0,28379000.0
Operating Expenses,99268000.0,76370000.0,57330000.0,42513000.0,31222000.0
Operating Income,2990000.0,3898000.0,4272000.0,3451000.0,3799000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,3476000.0,4190000.0,4310000.0,3257000.0,3795000.0
Income Tax Expense,-3147000.0,-1665000.0,1431000.0,1864000.0,1725000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,6623000.0,5855000.0,2879000.0,1393000.0,2070000.0
Preferred Dividends,0.0,0.0,-1247000.0,1845000.0,1977000.0
Net Income Com,6623000.0,5855000.0,2879000.0,-452000.0,93000.0
EPS,0.36,0.34,0.18,-0.15,0.04
EPS Diluted,0.34,0.31,0.15,-0.15,0.02
Weighted Average Shs Out,18252689.0,17355175.0,8913042.0,16649000.0,
Weighted Average Shs Out (Dil),19347632.0,18877863.0,10758684.0,2929438.0,2491108.0
Dividend per Share,0.0,0.0,0.76282563927,0.0,0.0
Gross Margin,0.711355051443,0.734496673774,0.728655579475,0.7311,0.7336
EBITDA Margin,0.0460866359191,0.0525882342176,0.0599820207707,0.065,0.094
EBIT Margin,0.0207998553054,0.0356688597495,0.0505310969696,0.0518,0.0795
Profit Margin,0.0460727229724,0.0535764940567,0.0340540796291,-0.007,0.002
Free Cash Flow margin,0.0334675932689,0.00408114711346,0.0740223794091,0.0287,-0.0282
EBITDA,6625000.0,5747000.0,5071000.0,4084000.0,4501000.0
EBIT,2990000.0,3898000.0,4272000.0,3257000.0,3795000.0
Consolidated Income,6623000.0,5855000.0,2879000.0,1393000.0,2070000.0
Earnings Before Tax Margin,0.0241807013516,0.0383408215367,0.050980577701,0.0518,0.0795
Net Profit Margin,0.0460727229724,0.0535764940567,0.0340540796291,0.0222,0.0434
