Date,2019-06-30,2018-06-30,2017-06-30
Depreciation & Amortization,3347000.0,2638000.0,1961000.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,6129000.0,23005000.0,11865000.0
Capital Expenditure,2284000.0,-7945000.0,-9366000.0
Acquisitions and disposals,-0.0,-4696000.0,-5805000.0
Investment purchases and sales,61534000.0,-66058000.0,-124864000.0
Investing Cash flow,-78018000.0,-78699000.0,-140035000.0
Issuance (repayment) of debt,-0.0,-5000000.0,-12000000.0
Issuance (buybacks) of shares,-230109000.0,0.0,0.0
Dividend payments,-0.0,0.0,0.0
Financing Cash Flow,181718000.0,135713000.0,133913000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,230109000.0,80019000.0,5743000.0
Free Cash Flow,3845000.0,15060000.0,2499000.0
Net Cash/Marketcap,0.0,,
