Date,2018-12-31,2017-12-31,2016-12-31
Revenue,33560265.0,16949184.0,5475837.0
Revenue Growth,0.980051960023562,2.09526817544058,0.0
Cost of Revenue,55913334.0,11988733.0,8443667.0
Gross Profit,-22353069.0,4960451.0,-2967830.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,18358800.0,9864732.0,7922095.0
Operating Expenses,24539045.0,13975661.0,10736250.0
Operating Income,-46892114.0,-9015210.0,-13704080.0
Interest Expense,0.0,0.0,0.0
Earnings before Tax,-45080845.0,-8693747.0,-13320162.0
Income Tax Expense,-1873113.0,-1183698.0,-2561709.0
Net Income - Non-Controlling int,-1085823.0,-417445.0,-52835.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-43207732.0,-7510049.0,-10758453.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-43207732.0,-7510049.0,-10758453.0
EPS,-1.35,-0.3,-0.3
EPS Diluted,-1.35,-0.3,-0.3
Weighted Average Shs Out,1995498114.0,1995498114.0,1995498114.0
Weighted Average Shs Out (Dil),506393198.0,443814916.0,443814916.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,-0.6661,0.2927,-0.542
EBITDA Margin,-1.329,-0.493,-2.397
EBIT Margin,-1.3433,-0.5129,-2.4325
Profit Margin,-1.287,-0.443,-1.965
Free Cash Flow margin,-0.681,-0.5366,-2.1811
EBITDA,-44607115.0,-8351297.0,-13124400.0
EBIT,-45080845.0,-8693747.0,-13320162.0
Consolidated Income,-44293555.0,-7927494.0,-10811288.0
Earnings Before Tax Margin,-1.3433,-0.5129,-2.4325
Net Profit Margin,-1.2875,-0.4431,-1.9647
