Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,6110000.0,0.0,0.0,0.0,29919000.0,28116000.0,27439000.0
Revenue Growth,0.0,0.0,0.0,-1,0.064127187366624,0.0246729108203652,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,29919000.0,28116000.0,27439000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,16785000.0,15437000.0,13101000.0,10769000.0,10508000.0,9228000.0,10006000.0
Operating Expenses,16785000.0,15437000.0,13101000.0,10769000.0,17025000.0,16964000.0,15204000.0
Operating Income,14251000.0,10425000.0,10694000.0,10974000.0,12894000.0,11152000.0,12235000.0
Interest Expense,22262000.0,14167000.0,10014000.0,7520000.0,0.0,0.0,0.0
Earnings before Tax,0.0,0.0,0.0,0.0,12894000.0,11152000.0,12235000.0
Income Tax Expense,5059000.0,7791000.0,6483000.0,6519000.0,4684000.0,4140000.0,4601000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,14251000.0,10425000.0,10694000.0,10974000.0,8210000.0,7012000.0,7634000.0
Preferred Dividends,413000.0,353000.0,342000.0,485000.0,0.0,0.0,0.0
Net Income Com,14251000.0,10425000.0,10694000.0,10974000.0,8210000.0,7012000.0,7634000.0
EPS,2.06,1.52,1.65,1.85,1.73,1.45,1.56
EPS Diluted,2.04,1.49,1.61,1.82,1.69,1.43,1.53
Weighted Average Shs Out,6704051.0,6635383.0,6260.0,5664.0,,,
Weighted Average Shs Out (Dil),6772927.0,6746846.0,6415.0,5778.0,5719540.0,,
Dividend per Share,0.276689827013,0.23625854214,197.97349961,158.878504673,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,1.0,1.0,1.0
EBITDA Margin,2.62422258592,0.0,0.0,0.0,0.451,0.413,0.465
EBIT Margin,2.33240589198,0.0,0.0,0.0,0.431,0.3966,0.4459
Profit Margin,2.33240589198,0.0,0.0,0.0,0.274,0.249,0.278
Free Cash Flow margin,3.02929623568,0.0,0.0,0.0,0.4694,0.4729,0.1783
EBITDA,16034000.0,12029000.0,12078000.0,11566000.0,13505000.0,11614000.0,12763000.0
EBIT,14251000.0,10425000.0,10694000.0,10974000.0,12894000.0,11152000.0,12235000.0
Consolidated Income,14251000.0,10425000.0,10694000.0,10974000.0,8210000.0,7012000.0,7634000.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.431,0.3966,0.4459
Net Profit Margin,2.33240589198,0.0,0.0,0.0,0.2744,0.2494,0.2782
