Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,358000.0,232000.0,180000.0,133000.0
Stock-based compensation,1809000.0,1462000.0,682000.0,
Operating Cash Flow,-19487000.0,-19789000.0,-5050000.0,-12202000.0
Capital Expenditure,-94000.0,-926000.0,-394000.0,-12000.0
Acquisitions and disposals,0.0,0.0,0.0,
Investment purchases and sales,0.0,0.0,0.0,
Investing Cash flow,-94000.0,-926000.0,-394000.0,-12000.0
Issuance (repayment) of debt,-26000.0,-1001000.0,5859000.0,6000000.0
Issuance (buybacks) of shares,20111000.0,27857000.0,33000.0,53000.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,20085000.0,26856000.0,6336000.0,19613000.0
Effect of forex changes on cash,0.0,0.0,0.0,
Net cash flow / Change in cash,504000.0,6141000.0,892000.0,7399000.0
Free Cash Flow,-19581000.0,-20715000.0,-5444000.0,
Net Cash/Marketcap,0.1359,0.1328,0.1328,0.1328
