Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,1063473.8186,550576.1844,461419.3548
Stock-based compensation,1333333.3333,1250832.2663,1181290.3226
Operating Cash Flow,570902554.2784,237558002.5608,180347354.8387
Capital Expenditure,-2399361.4304,-946606.9142,-520387.0968
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,-7568965.5172,287836.1076,-283483.871
Investing Cash flow,-9968326.9476,-658770.8067,-803870.9677
Issuance (repayment) of debt,4558109.834,196571190.781,19044387.0968
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,4558109.834,276036619.7183,19044387.0968
Effect of forex changes on cash,952362.7075,2768886.0435,9935.4839
Net cash flow / Change in cash,566444699.8723,515704737.516,198597806.4516
Free Cash Flow,568503192.848,236611395.6466,179826967.7419
Net Cash/Marketcap,,,
