Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,7117000.0,12000000.0,5240000.0,10000000.0,5977000.0,9000000.0,6607000.0,9000000.0,6092000.0,9000000.0,4522000.0,5708000.0
Stock-based compensation,1036000.0,1000000.0,1001000.0,1000000.0,843000.0,1000000.0,647000.0,1000000.0,751000.0,1000000.0,491000.0,173000.0
Operating Cash Flow,65918000.0,,47262000.0,,53392000.0,,43358000.0,,60083000.0,,54191000.0,36060000.0
Capital Expenditure,4347000.0,,14068000.0,,7794000.0,,5593000.0,,7631000.0,,7387000.0,6865000.0
Acquisitions and disposals,2845000.0,,-11289000.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,126829000.0,-222000000,141498000.0,-248000000,133272000.0,-346000000,105949000.0,-64000000,124806000.0,-234000000,131130000.0,120588000.0
Investing Cash flow,-17989000.0,-18000000.0,-179227000.0,-179000000.0,-171539000.0,-172000000.0,-48972000.0,-49000000.0,-141392000.0,-141000000.0,-39297000.0,76316000.0
Issuance (repayment) of debt,79401000.0,,-162976000.0,,-2014000.0,,8293000.0,,-8075000.0,,-8730000.0,7392000.0
Issuance (buybacks) of shares,-395000.0,,-1045000.0,,-3527000.0,,-319000.0,,-204000.0,,-65650000.0,-109148000.0
Dividend payments,-17162000.0,,-14296000.0,,-11680000.0,,-8726000.0,,-5709000.0,,-1623000.0,-807000.0
Financing Cash Flow,-36976000.0,-37000000.0,150939000.0,151000000.0,123240000.0,123000000.0,6779000.0,7000000.0,76979000.0,77000000.0,-58392000.0,-63351000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,10953000.0,11000000.0,86552000.0,19000000.0,67578000.0,5000000.0,62485000.0,1000000.0,61320000.0,-4000000.0,65650000.0,109148000.0
Free Cash Flow,61571000.0,,33194000.0,,45598000.0,,37765000.0,,52452000.0,,46804000.0,29195000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
