Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,348726000.0,357299000.0,0.0,768709000.0,1558758000.0,1983388000.0,2730965000.0,1415213000.0,931736000.0
Revenue Growth,-0.0239939098626081,0.0,-1,-0.50684519341681,-0.214093258605981,-0.273740967020815,0.929720119868882,0.518899130225729,0.0
Cost of Revenue,181859000.0,129754000.0,0.0,4631099000.0,255472000.0,1035303000.0,1990282000.0,277108000.0,273356000.0
Gross Profit,166867000.0,227545000.0,0.0,-3862390000.0,1303286000.0,948085000.0,740683000.0,1138105000.0,658380000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,0.0,0.0,0.0,150166000.0,122865000.0,330425000.0,241682000.0,148643000.0,179565000.0
Operating Expenses,177911000.0,187914000.0,0.0,780288000.0,713062000.0,1117086000.0,415487000.0,709092000.0,665166000.0
Operating Income,-10375000.0,39631000.0,0.0,-4642678000.0,590224000.0,-169001000.0,325196000.0,429013000.0,-6786000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-9146000.0,38313000.0,0.0,-4320928000.0,349605000.0,-508795000.0,146209000.0,156571000.0,0.0
Income Tax Expense,-71000.0,-8749000.0,0.0,123000.0,-2293000.0,5684000.0,-100362000.0,-5817000.0,-446680000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-9075000.0,47062000.0,0.0,-3697545000.0,253285000.0,-553889000.0,141571000.0,108065000.0,190565000.0
Preferred Dividends,0.0,0.0,0.0,37950000.0,50025000.0,55525000.0,55525000.0,55583000.0,37442000.0
Net Income Com,-9075000.0,47062000.0,0.0,-3697545000.0,253285000.0,-553889000.0,141571000.0,108065000.0,190565000.0
EPS,-0.26,1.45,0.0,-7.16,0.42,-1.27,0.19,0.13,0.52
EPS Diluted,-0.26,1.44,0.0,-7.16,0.42,-1.27,0.19,0.13,0.52
Weighted Average Shs Out,35057000.0,32442000.0,0.0,521936000.0,479644000.0,481148000.0,453595000.0,398851000.0,291869000.0
Weighted Average Shs Out (Dil),35057000.0,32663000.0,0.0,521936000.0,499743000.0,481148000.0,456015000.0,406645000.0,315349000.0
Dividend per Share,0.0,0.0,0.0,0.0215773581435,0.111107109054,0.115401082411,0.12176134557,0.139536942542,0.0904553367856
Gross Margin,0.478504613938,0.636847570242,0.0,-5.02451512861,0.836105412129,0.478012874939,0.271216584614,0.804193432367,0.706616466467
EBITDA Margin,0.370809747481,0.480320403919,0.0,-5.54223900071,0.701910752022,0.237973608795,0.355555636927,0.581546382064,0.356843569423
EBIT Margin,-0.0297511513337,0.110918306516,0.0,-6.03957804579,0.378650181747,-0.0852082396384,0.119077322485,0.303143767051,-0.00728317892622
Profit Margin,-0.0260232962268,0.131716013759,0.0,-4.81007117128,0.162491547758,-0.279264067343,0.05183918505,0.0763595303322,0.204526818756
Free Cash Flow margin,-0.119099235503,-0.106541020266,0.0,-0.657809392111,-0.598051782252,-0.31668085115,-0.499168608898,-0.896085606902,-0.702176367555
EBITDA,129311000.0,171618000.0,0.0,-4260369000.0,1094109000.0,471994000.0,971010000.0,823012000.0,332484000.0
EBIT,-10375000.0,39631000.0,0.0,-4642678000.0,590224000.0,-169001000.0,325196000.0,429013000.0,-6786000.0
Consolidated Income,-9075000.0,47062000.0,0.0,-3697545000.0,253285000.0,-553889000.0,141571000.0,108065000.0,190565000.0
Earnings Before Tax Margin,-0.0262268944673,0.107229519254,0.0,-5.62101913728,0.224284334066,-0.256528223424,0.0535374858338,0.110634229618,0.0
Net Profit Margin,-0.0260232962268,0.131716013759,0.0,-4.81007117128,0.162491547758,-0.279264067343,0.05183918505,0.0763595303322,0.204526818756
