Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,28760000.0,7772000.0,7815000.0,4107000.0,4090000.0,3462000.0,4370000.0
Stock-based compensation,21124000.0,11587000.0,10912000.0,7891000.0,5831000.0,-87318000.0,1975000.0
Operating Cash Flow,135594000.0,386233000.0,372602000.0,-262688000.0,-133690000.0,-151933000.0,-214469000.0
Capital Expenditure,20458000.0,3421000.0,1908000.0,4298000.0,3723000.0,3786000.0,-2753000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-114571000.0
Investment purchases and sales,-201775000.0,-4098000.0,-28543000.0,-15000000.0,0.0,-485782000.0,-12967000.0
Investing Cash flow,-159718000.0,-35995000.0,-81350000.0,50167000.0,-102613000.0,-75791000.0,-138936000.0
Issuance (repayment) of debt,-121135000.0,-0.0,-0.0,-4538000.0,-6255000.0,-9680000.0,374918000.0
Issuance (buybacks) of shares,565340000.0,1107708000.0,-28543000.0,-15000000.0,-234217000.0,182816000.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Financing Cash Flow,-219520000.0,-76547000.0,-117261000.0,-103005000.0,309327000.0,337947000.0,375531000.0
Effect of forex changes on cash,0.0,0.0,0.0,-20491000.0,-13162000.0,-21644000.0,-881000.0
Net cash flow / Change in cash,-243644000.0,273691000.0,173991000.0,-336017000.0,73024000.0,88579000.0,21245000.0
Free Cash Flow,115136000.0,382812000.0,370694000.0,-266986000.0,-137413000.0,-155719000.0,-217222000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,
