Date,2018-06-30,2018-06,2017-06-30,2017-06,2016-06-30,2016-06,2015-06-30,2015-06,2014-06-30,2014-06,2013-06-30,2012-06-30
Depreciation & Amortization,380000.0,1000000.0,409000.0,1000000.0,239000.0,1000000.0,89000.0,1000000.0,-117000.0,1000000.0,330000.0,973000.0
Stock-based compensation,171000.0,0000000.0,176000.0,1000000.0,163000.0,2000000.0,172000.0,0000000.0,123000.0,0000000.0,95000.0,0.0
Operating Cash Flow,7358000.0,,2340000.0,,2996000.0,,1020000.0,,7194000.0,,-1357000.0,2227000.0
Capital Expenditure,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,-307000.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,-248000.0,0,0.0,0,-2952000.0,0,0.0,0,0.0,0,0.0,0.0
Investing Cash flow,-8684000.0,-9000000.0,-24055000.0,-24000000.0,-59152000.0,-59000000.0,17283000.0,17000000.0,7061000.0,7000000.0,5022000.0,28192000.0
Issuance (repayment) of debt,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Issuance (buybacks) of shares,-248000.0,,0.0,,-2952000.0,,0.0,,0.0,,0.0,0.0
Dividend payments,-1050000.0,,-1250000.0,,-680000.0,,-5350000.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,4700000.0,5000000.0,27589000.0,28000000.0,50026000.0,50000000.0,-18611000.0,-19000000.0,-64850000.0,-65000000.0,-16985000.0,-15503000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,3374000.0,3000000.0,5874000.0,6000000.0,-6130000.0,-6000000.0,-308000.0,-0000000.0,-50595000.0,-51000000.0,-13320000.0,14916000.0
Free Cash Flow,7358000.0,,2340000.0,,2996000.0,,1020000.0,,7194000.0,,-1357000.0,2534000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
