Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,0.0,531886000.0,3966000.0,988000.0,129220000.0,102527000.0,95394000.0,100066000.0
Revenue Growth,-1,133.111447302068,3.01417004048583,-0.992354124748491,0.260350931949633,0.0747740948068013,-0.046689185137809,0.0
Cost of Revenue,0.0,0.0,36237000.0,37797000.0,129220000.0,102527000.0,95394000.0,79331000.0
Gross Profit,0.0,0.0,-32271000.0,-36809000.0,0.0,0.0,0.0,20735000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,1558000.0,3027000.0,2793000.0,3223000.0,3447000.0,4699000.0,5150000.0,5150000.0
Operating Expenses,21685000.0,72065000.0,67161000.0,75470000.0,3447000.0,4699000.0,5150000.0,52774000.0
Operating Income,25678000.0,-26984000.0,-5112000.0,-37204000.0,-100845000.0,71816000.0,-38249000.0,27998000.0
Interest Expense,2557000.0,1836000.0,2164000.0,2338000.0,3120000.0,24252000.0,35526000.0,57024000.0
Earnings before Tax,25678000.0,-26984000.0,-5112000.0,-37204000.0,-100845000.0,71816000.0,-38249000.0,0.0
Income Tax Expense,32000.0,-615000.0,679000.0,263000.0,-45000.0,-1304000.0,239000.0,239000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,61002000.0,19402000.0,42352000.0,17843000.0,17467000.0,127840000.0,27998000.0,27998000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,61002000.0,19402000.0,42352000.0,17843000.0,17467000.0,127840000.0,27998000.0,27998000.0
EPS,10.6,3.31,6.77,2.59,2.28,3.04,0.68,0.68
EPS Diluted,10.1,3.31,6.67,2.59,2.28,2.96,0.68,0.68
Weighted Average Shs Out,5753000.0,5858000.0,6254000.0,6881000.0,7647000.0,42118000.0,41129.0,41129000.0
Weighted Average Shs Out (Dil),6037000.0,5858000.0,6628000.0,6881000.0,7647000.0,43587000.0,41129.0,41129000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.106361988666,232.974300372,0.232974300372
Gross Margin,0.0,0.0,-8.13691376702,-37.2560728745,0.0,0.0,0.0,0.207213239262
EBITDA Margin,0.0,-0.0469141883787,-0.886031265759,-33.6336032389,0.0,0.0,0.0,0.45998640897
EBIT Margin,0.0,-0.0507326757989,-1.28895612708,-37.6558704453,0.0,0.0,0.0,0.279795335079
Profit Margin,0.0,0.0364777414709,10.6787695411,18.0597165992,0.0,0.0,0.0,0.279795335079
Free Cash Flow margin,0.0,0.0252234501378,2.85804336863,-12.3026315789,-0.00924779445906,0.0279536122192,0.150952890119,0.143905022685
EBITDA,24787000.0,-24953000.0,-3514000.0,-33230000.0,-85530000.0,98061000.0,-32287000.0,46029000.0
EBIT,25678000.0,-26984000.0,-5112000.0,-37204000.0,-100845000.0,71816000.0,-38249000.0,27998000.0
Consolidated Income,61002000.0,19402000.0,42352000.0,17843000.0,17467000.0,127840000.0,27998000.0,27998000.0
Earnings Before Tax Margin,0.0,-0.0507326757989,-1.28895612708,-37.6558704453,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0364777414709,10.6787695411,18.0597165992,0.0,0.0,0.0,0.279795335079
