Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,386958000.0,322115000.0,275190000.0,237309000.0,221761000.0,167892000.0,112127000.0,91325000.0
Revenue Growth,0.201303882153889,0.170518550819434,0.159627321340531,0.070111516452397,0.320855073499631,0.497337840127712,0.227779906925814,
Cost of Revenue,219420000.0,146267000.0,108420000.0,93434000.0,80445000.0,52080000.0,41745000.0,27841000.0
Gross Profit,167538000.0,175848000.0,166770000.0,143875000.0,141316000.0,115812000.0,70382000.0,63484000.0
R&D Expenses,46873000.0,50009000.0,50503000.0,48367000.0,49583000.0,40102000.0,40236000.0,21824000.0
SG&A Expense,139891000.0,140957000.0,136000000.0,127287000.0,112257000.0,86025000.0,89525000.0,63830000.0
Operating Expenses,186764000.0,190966000.0,186503000.0,175654000.0,161840000.0,126127000.0,129761000.0,85654000.0
Operating Income,-19226000.0,-15118000.0,-19733000.0,-31779000.0,-20524000.0,-10315000.0,-59379000.0,-22170000.0
Interest Expense,13411000.0,1589000.0,0.0,290000.0,922000.0,953000.0,212000.0,698000.0
Earnings before Tax,-27836000.0,-15779000.0,-19238000.0,-27291000.0,-21518000.0,-11249000.0,-59499000.0,-23088000.0
Income Tax Expense,482000.0,-702000.0,241000.0,-561000.0,1926000.0,0.0,-265000.0,-118000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-28318000.0,-15077000.0,-19479000.0,-26730000.0,-23444000.0,-11249000.0,-59234000.0,-22970000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6933000.0
Net Income Com,-28318000.0,-15077000.0,-19479000.0,-26730000.0,-23444000.0,-11249000.0,-59234000.0,-29903000.0
EPS,-0.3,-0.17,-0.23,-0.32,-0.35,-0.57,-3.72,-2.14
EPS Diluted,-0.3,-0.17,-0.23,-0.32,-0.35,-0.57,-3.72,-2.14
Weighted Average Shs Out,93676000.0,89505000.0,84157000.0,82807000.0,67828000.0,,,
Weighted Average Shs Out (Dil),93676000.0,89505000.0,84157000.0,82807000.0,67828000.0,19626000.0,15927000.0,13944000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.432961716775,0.545916830945,0.606017660525,0.606277048068,0.63724460117,0.6898,0.6277,0.6951
EBITDA Margin,0.0406064740876,0.0120143427037,0.011036011483,-0.0638197455638,-0.0257484408891,-0.02,-0.47,-0.208
EBIT Margin,-0.0496849787315,-0.0469335485774,-0.071706820742,-0.133914010847,-0.092550087707,-0.0613,-0.5287,-0.2452
Profit Margin,-0.0731810687465,-0.0468062648433,-0.0707838220866,-0.112637953049,-0.105717416498,-0.067,-0.528,-0.327
Free Cash Flow margin,0.0412732131136,0.130332334725,0.0564482721029,-0.0165986119363,0.00846857653059,-0.1705,-0.5195,-0.2254
EBITDA,15713000.0,3870000.0,3037000.0,-15145000.0,-5710000.0,-3437000.0,-52731000.0,-18964000.0
EBIT,-19226000.0,-15118000.0,-19733000.0,-31779000.0,-20524000.0,-10296000.0,-59287000.0,-22390000.0
Consolidated Income,-28318000.0,-15077000.0,-19479000.0,-26730000.0,-23444000.0,-11249000.0,-59234000.0,-22970000.0
Earnings Before Tax Margin,-0.0719354555275,-0.0489856107291,-0.0699080635197,-0.115001959471,-0.097032390727,-0.067,-0.5306,-0.2528
Net Profit Margin,-0.0731810687465,-0.0468062648433,-0.0707838220866,-0.112637953049,-0.105717416498,-0.067,-0.5283,-0.2515
