Date,2018-12-30,2017-12-31,2017-01-01,2016-01-03,2014-12-28,2013-12-29
Revenue,242264000.0,233255000.0,219582000.0,217914000.0,202233000.0,188223000.0
Revenue Growth,0.0386229662815374,0.0622683097885983,0.00765439577080867,0.0775392740057261,0.0744329864044245,
Cost of Revenue,218290000.0,85585000.0,69320000.0,68806000.0,174222000.0,166708000.0
Gross Profit,23974000.0,147670000.0,150262000.0,149108000.0,28011000.0,21515000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,20485000.0,18886000.0,18852000.0,16091000.0,14455000.0,11981000.0
Operating Expenses,20485000.0,140546000.0,209488000.0,209514000.0,15921000.0,13858000.0
Operating Income,3489000.0,7124000.0,10094000.0,8400000.0,12090000.0,7657000.0
Interest Expense,724000.0,816000.0,662000.0,1158000.0,2908000.0,2888000.0
Earnings before Tax,2862000.0,6426000.0,9539000.0,7339000.0,8843000.0,3039000.0
Income Tax Expense,-1596000.0,-1347000.0,2062000.0,1555000.0,328000.0,138000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,443000.0,4785000.0
Net Income,3999000.0,7334000.0,7043000.0,5355000.0,8515000.0,2901000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,3999000.0,7334000.0,7043000.0,5355000.0,8515000.0,2901000.0
EPS,0.27,0.5,0.48,0.36,0.57,0.19
EPS Diluted,0.27,0.5,0.47,0.36,0.57,0.19
Weighted Average Shs Out,14695000.0,14695000.0,14821000.0,15000000.0,15000235.0,
Weighted Average Shs Out (Dil),14863000.0,14768000.0,14840000.0,15037000.0,15000000.0,15000000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0989581613446,0.633083963902,0.684309278538,0.684251585488,0.1385,0.1143
EBITDA Margin,0.0612637453357,0.0763756403936,0.089005474037,0.0792147360885,0.097,0.071
EBIT Margin,0.014401644487,0.0305416818503,0.045969159585,0.0385473168314,0.0581,0.0315
Profit Margin,0.0165067859855,0.0314419840947,0.032074578062,0.02457391448,0.042,0.015
Free Cash Flow margin,0.0147318627613,0.0340742963709,-0.0198559080435,0.0210128766394,0.0367,0.0494
EBITDA,14842000.0,17815000.0,19544000.0,17262000.0,19697000.0,13457000.0
EBIT,3489000.0,7124000.0,10094000.0,8400000.0,11751000.0,5927000.0
Consolidated Income,3999000.0,7334000.0,7043000.0,5355000.0,8515000.0,2901000.0
Earnings Before Tax Margin,0.0118135587623,0.0275492486763,0.0434416300061,0.0336784235983,0.0437,0.0161
Net Profit Margin,0.0165067859855,0.0314419840947,0.032074578062,0.02457391448,0.0421,0.0154
