Date,2019-12-27,2018-12-28,2017-12-29,2016-12-30,2015-12-25,2014-12-26,2013-12-27,2012-12-28,2011-12-30,2010-12-24,2009-12-25
Revenue,1591834000.0,1444609000.0,1301520000.0,1192866000.0,1058996000.0,836625000.0,673545000.0,480292000.0,0.0,330118000.0,271072000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217824046747728,-0.0377
Cost of Revenue,1185481000.0,1077562000.0,972142000.0,891649000.0,789462000.0,630573000.0,501181000.0,355288000.0,0.0,244340000.0,199764000.0
Gross Profit,406353000.0,367047000.0,329378000.0,301217000.0,269534000.0,206052000.0,172364000.0,125004000.0,0.0,85778000.0,71308000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64206000.0,57977000.0
Operating Expenses,355585000.0,318289000.0,288251000.0,253978000.0,229134000.0,173042000.0,135783000.0,96237000.0,0.0,64206000.0,57977000.0
Operating Income,50768000.0,48758000.0,41127000.0,47239000.0,40400000.0,33010000.0,36581000.0,28767000.0,0.0,21572000.0,13331000.0
Interest Expense,18264000.0,20745000.0,22709000.0,41632000.0,12984000.0,8167000.0,7775000.0,3674000.0,0.0,4041000.0,2815000.0
Earnings before Tax,32403000.0,27844000.0,18408000.0,5676000.0,27711000.0,24848000.0,28798000.0,25075000.0,0.0,18441000.0,11174000.0
Income Tax Expense,8210000.0,7442000.0,4042000.0,2653000.0,11502000.0,10633000.0,11808000.0,10564000.0,0.0,2567000.0,2213000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,24193000.0,20402000.0,14366000.0,3023000.0,16209000.0,14215000.0,16990000.0,14511000.0,0.0,15874000.0,8961000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26552000.0,6207000.0
Net Income Com,24193000.0,20402000.0,14366000.0,3023000.0,16209000.0,14215000.0,16990000.0,14511000.0,0.0,-10678000.0,2754000.0
EPS,0.82,0.71,0.55,0.12,0.63,0.58,0.78,0.7,0.0,-0.5,0.12
EPS Diluted,0.81,0.7,0.54,0.12,0.63,0.57,0.77,0.69,0.0,-0.5,0.11
Weighted Average Shs Out,29532342.0,28703265.0,26118482.0,25919480.0,25532172.0,24638135.0,21766743.0,20612407.0,0.0,,
Weighted Average Shs Out (Dil),30073338.0,29678919.0,27424526.0,26029609.0,26508994.0,24844565.0,21995042.0,20926365.0,0.0,21331646.0,22900709.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.255273477008,0.254080515904,0.253071792981,0.252515370545,0.254518430665,0.246289556253,0.255905693012,0.260266671108,0.0,0.2598,0.2631
EBITDA Margin,0.0495824313339,0.0513073087597,0.0489888745467,0.0566375435296,0.0538632818254,0.0503558942178,0.0661351505839,0.0690101021878,0.0,0.072,0.057
EBIT Margin,0.0318927727389,0.0337516933648,0.031599207081,0.0396012628409,0.0381493414517,0.0394561482146,0.0543111447639,0.0598948139882,0.0,0.0681,0.0516
Profit Margin,0.0151981927764,0.0141228526196,0.0110378634212,0.00253423267995,0.0153060068216,0.0169908860003,0.0252247437068,0.0302128705038,0.0,-0.032,0.01
Free Cash Flow margin,0.018174005581,0.0174891614271,0.0147412256439,0.018686927115,0.0151756947146,-0.0172227700583,-0.00158267079408,0.0108371573959,0.0,0.0375,0.0399
EBITDA,78927000.0,74119000.0,63760000.0,67561000.0,57041000.0,42129000.0,44545000.0,33145000.0,0.0,23870000.0,15509000.0
EBIT,50768000.0,48758000.0,41127000.0,47239000.0,40400000.0,33010000.0,36581000.0,28767000.0,0.0,22482000.0,13989000.0
Consolidated Income,24193000.0,20402000.0,14366000.0,3023000.0,16209000.0,14215000.0,16990000.0,14511000.0,0.0,15874000.0,8961000.0
Earnings Before Tax Margin,0.0203557657394,0.0192744195834,0.0141434630278,0.00475828802229,0.0261672376477,0.0297002838787,0.0427558663489,0.052207823574,0.0,0.0559,0.0412
Net Profit Margin,0.0151981927764,0.0141228526196,0.0110378634212,0.00253423267995,0.0153060068216,0.0169908860003,0.0252247437068,0.0302128705038,0.0,0.0481,0.0331
