Date,2018-12-31,2017-12-31
Cash and cash equivalents,112940000.0,57147000.0
Short-term investments,333000.0,38000.0
Cash and short-term investments,113273000.0,57185000.0
Receivables,8760000.0,7311000.0
Inventories,0.0,0.0
Total current assets,126756000.0,68533000.0
Property Plant & Equipment Net,7040000.0,7068000.0
Goodwill and Intangible Assets,1013479000.0,1022140000.0
Long-term investments,0.0,0.0
Tax assets,332000.0,670000.0
Total non-current assets,1020519000.0,1029208000.0
Total assets,1147275000.0,1097741000.0
Payables,730000.0,5332000.0
Short-term debt,2305000.0,0.0
Total current liabilities,49235000.0,48442000.0
Long-term debt,242817000.0,0.0
Total debt,245122000.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,151115000.0,152271000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,399029000.0,163341000.0
Total liabilities,448264000.0,211783000.0
Other comprehensive income,3000.0,8000.0
Retained earnings (deficit),63846000.0,101420000.0
Total shareholders equity,699011000.0,885958000.0
Investments,333000.0,38000.0
Net Debt,131849000.0,-57185000.0
Other Assets,4723000.0,4037000.0
Other Liabilities,46200000.0,43110000.0
