Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,4000000.0,7000000.0,4000000.0,1000000.0,000000.0
Revenue Growth,,,,,
Cost of Revenue,0000000.0,0000000.0,0000000.0,0000000.0,000000.0
Gross Profit,4000000.0,7000000.0,3000000.0,1000000.0,000000.0
R&D Expenses,27000000.0,25000000.0,17000000.0,13000000.0,22000000.0
SG&A Expense,10000000.0,15000000.0,8000000.0,5000000.0,4000000.0
Operating Expenses,37000000.0,41000000.0,25000000.0,19000000.0,26000000.0
Operating Income,-33000000.0,-34000000.0,-22000000.0,-17000000.0,-26000000.0
Interest Expense,,,,,
Earnings before Tax,-28000000.0,-38000000.0,-22000000.0,-17000000.0,-26000000.0
Income Tax Expense,000000.0,-2000000.0,-7000000.0,-7000000.0,-3000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-28000000.0,-35000000.0,-15000000.0,-10000000.0,-22000000.0
Preferred Dividends,,,,,
Net Income Com,-28000000.0,-35000000.0,-15000000.0,-10000000.0,-22000000.0
EPS,-0.56,-0.83,-0.42,-0.33,-2.90
EPS Diluted,-0.56,-0.83,-0.42,-0.33,-2.90
Weighted Average Shs Out,50000000.0,43000000.0,35000000.0,31000000.0,8000000.0
Weighted Average Shs Out (Dil),50000000.0,43000000.0,35000000.0,31000000.0,8000000.0
Dividend per Share,,,,,
Gross Margin,1,1,0.75,1,
EBITDA Margin,-7.25,-4.2857142857143,-4.75,-12,
EBIT Margin,-7,-5.2857142857143,-5.5,-17,
Profit Margin,-7,-5,-3.75,-10,
Free Cash Flow margin,,,,,
EBITDA,-29000000.0,-30000000.0,-19000000.0,-12000000.0,-25000000.0
EBIT,-28000000,-37000000,-22000000,-17000000,-25000000
Consolidated Income,-28000000.0,-35000000.0,-15000000.0,-10000000.0,-22000000.0
Earnings Before Tax Margin,-7,-5.4285714285714,-5.5,-17,
Net Profit Margin,-7,-5,-3.75,-10,
