Date,2018-06-30,2018-06,2017-06-30,2017-06,2016-06-30,2016-06,2015-06-30,2015-06,2014-06
Revenue,43638000000.0,43638000000.0,36135000000.0,38285000000.0,30912000000.0,30912000000.0,44636000000.0,44636000000.0,67206000000.0
Revenue Growth,0.2076,,0.169,,-0.3075,,,,
Cost of Revenue,18262000000.0,12703000000.0,15060000000.0,5149000000.0,16946000000.0,14073000000.0,21176000000.0,15672000000.0,20175000000.0
Gross Profit,19088000000.0,30935000000.0,14891000000.0,33136000000.0,5305000000.0,16839000000.0,14302000000.0,28964000000.0,47031000000.0
R&D Expenses,13000000.0,000000.0,,000000.0,,000000.0,,13000000.0,43000000.0
SG&A Expense,,2294000000.0,,2284000000.0,,2226000000.0,,000000.0,000000.0
Operating Expenses,,,,,,,,,
Operating Income,15935000000.0,,11813000000.0,,2819000000.0,,11305000000.0,,
Interest Expense,,1029000000.0,,1018000000.0,,848000000.0,,418000000.0,595000000.0
Earnings before Tax,14751000000.0,,11137000000.0,,-7259000000.0,,8056000000.0,,
Income Tax Expense,-5423000000.0,7007000000.0,-4443000000.0,4100000000.0,1052000000.0,-1052000000.0,-3666000000.0,3666000000.0,7012000000.0
Net Income - Non-Controlling int,,,,,,,,,
Net Income - Discontinued ops,,,,,,,,,
Net Income,,3705000000.0,,5890000000.0,,-6385000000.0,,1910000000.0,13832000000.0
Preferred Dividends,,,,,,,,,
Net Income Com,5289000000.0,3705000000.0,5890000000.0,5890000000.0,-6385000000.0,-6385000000.0,1910000000.0,1910000000.0,13832000000.0
EPS,2.21,1.39,,2.21,,-2.40,,0.71,5.20
EPS Diluted,1.98,1.38,2.21,2.21,-2.4,-2.40,0.72,0.71,5.18
Weighted Average Shs Out,1056000000.0,2662000000.0,1056000000.0,2662000000.0,1056000000.0,2661000000.0,1055000000.0,2659000000.0,2660000000.0
Weighted Average Shs Out (Dil),,2668000000.0,,2668000000.0,,2661000000.0,,2666000000.0,2669000000.0
Dividend per Share,,,,,,,,,
Gross Margin,0.4374,0.7089004995646,0.4121,0.86550868486352,0.1716,0.5447399068323,0.3204,0.64889327000627,0.69980358896527
EBITDA Margin,,0.50570603602365,,0.5033564059031,,0.072787267080745,,0.39501747468411,0.46918429902092
EBIT Margin,,0.26905449378982,,0.28752775238344,,-0.2131534679089,,0.13428622636437,0.31900425557242
Profit Margin,,0.08490306613502,,0.15384615384615,,-0.20655408902692,,0.042790572631956,0.20581495699789
Free Cash Flow margin,,,,,,,,,
EBITDA,,22068000000.0,,19271000000.0,,2250000000.0,,17632000000.0,31532000000.0
EBIT,,11741000000,,11008000000,,-6589000000,,5994000000,21439000000
Consolidated Income,,3705000000.0,,5890000000.0,,-6385000000.0,,1910000000.0,13832000000.0
Earnings Before Tax Margin,0.338,0,0.3082,0,-0.2348,0,0.1805,0,0
Net Profit Margin,,0.08490306613502,,0.15384615384615,,-0.20655408902692,,0.042790572631956,0.20581495699789
