Date,2018-12-31,2017-12-31,2016-12-31
Revenue,43130000.0,20538000.0,12644000.0
Revenue Growth,1.10000973804655,0.624327744384688,
Cost of Revenue,28855000.0,9161000.0,9974000.0
Gross Profit,14275000.0,11377000.0,2670000.0
R&D Expenses,4264000.0,3171000.0,1136000.0
SG&A Expense,46673000.0,15565000.0,8489000.0
Operating Expenses,50937000.0,18875000.0,9719000.0
Operating Income,-57650000.0,-7498000.0,-7049000.0
Interest Expense,567000.0,1686000.0,1019000.0
Earnings before Tax,-72174000.0,-7809000.0,-7883000.0
Income Tax Expense,34000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-67723000.0,-7809000.0,-7883000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-67723000.0,-7809000.0,-7883000.0
EPS,-0.82,-0.1,-0.11
EPS Diluted,-0.82,-0.1,-0.11
Weighted Average Shs Out,83009656.0,91794000.0,91794000.0
Weighted Average Shs Out (Dil),83009656.0,75000000.0,75000000.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.330976118711,0.5539,0.2112
EBITDA Margin,-1.20352422907,-0.208,-0.388
EBIT Margin,-1.33665661952,-0.2981,-0.5429
Profit Margin,-1.57020635289,-0.38,-0.623
Free Cash Flow margin,-2.23616971945,-0.8224,-0.301
EBITDA,-51908000.0,-4270000.0,-4911000.0
EBIT,-57650000.0,-6123000.0,-6864000.0
Consolidated Income,-67723000.0,-7809000.0,-7883000.0
Earnings Before Tax Margin,-1.67340598192,-0.3802,-0.6235
Net Profit Margin,-1.57020635289,-0.3802,-0.6235
