Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,1729850000.0,1330661000.0,1222526000.0,1020431000.0,888268000.0,803089000.0
Revenue Growth,0.299993010992281,0.0884521065400654,0.198048667670818,0.148787302931097,0.106064209570795,
Cost of Revenue,314511000.0,177101000.0,230859000.0,160169000.0,120024000.0,85945000.0
Gross Profit,1415339000.0,1153560000.0,991667000.0,860262000.0,768244000.0,717144000.0
R&D Expenses,132030000.0,101150000.0,83065000.0,67348000.0,49738000.0,42973000.0
SG&A Expense,183885000.0,184349000.0,179682000.0,177535000.0,452997000.0,415511000.0
Operating Expenses,862045000.0,793043000.0,685759000.0,666706000.0,539677000.0,495811000.0
Operating Income,553294000.0,360517000.0,305908000.0,193556000.0,228567000.0,221333000.0
Interest Expense,73417000.0,77565000.0,82214000.0,18049000.0,25541000.0,34307000.0
Earnings before Tax,487642000.0,252125000.0,231586000.0,179385000.0,215041000.0,185619000.0
Income Tax Expense,14673000.0,-103852000.0,59573000.0,58898000.0,67277000.0,60616000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,595000.0,1624000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,477939000.0,350148000.0,171451000.0,120383000.0,147764000.0,125003000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,477939000.0,350148000.0,171451000.0,120383000.0,147764000.0,125003000.0
EPS,1.73,1.33,0.68,0.69,0.92,0.78
EPS Diluted,1.61,1.18,0.64,0.65,0.88,0.76
Weighted Average Shs Out,277005000.0,264014000.0,251522000.0,174784000.0,,
Weighted Average Shs Out (Dil),296775000.0,296076000.0,269725000.0,184934000.0,,
Dividend per Share,1.87472664476,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.818185969882,0.866907499356,0.811162298389,0.843037892812,0.8649,0.893
EBITDA Margin,0.339671069746,0.296542845999,0.294606413279,0.234841944237,0.312,0.32
EBIT Margin,0.31985085412,0.270930762982,0.250226171059,0.189680634947,0.2708,0.2739
Profit Margin,0.276289273636,0.263138395128,0.140243234091,0.117972699771,0.166,0.156
Free Cash Flow margin,0.330954128971,0.219633700845,0.151492074606,0.176323533879,0.1709,0.193
EBITDA,587580000.0,394598000.0,360164000.0,239640000.0,277524000.0,257253000.0
EBIT,553294000.0,360517000.0,305908000.0,193556000.0,240582000.0,219926000.0
Consolidated Income,477939000.0,350148000.0,171451000.0,120383000.0,148359000.0,126627000.0
Earnings Before Tax Margin,0.2818984305,0.189473502267,0.18943237199,0.175793365744,0.2421,0.2311
Net Profit Margin,0.276289273636,0.263138395128,0.140243234091,0.117972699771,0.1664,0.1557
