Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,59172000.0,27842000.0,45463000.0
Short-term investments,149710000.0,148092000.0,184729000.0
Cash and short-term investments,208882000.0,175934000.0,230192000.0
Receivables,3669000.0,0.0,2769000.0
Inventories,0.0,0.0,0.0
Total current assets,214557000.0,175533000.0,234681000.0
Property Plant & Equipment Net,23893000.0,24873000.0,27194000.0
Goodwill and Intangible Assets,0.0,0.0,
Long-term investments,0.0,45150000.0,14958000.0
Tax assets,0.0,0.0,
Total non-current assets,31528000.0,73408000.0,
Total assets,246085000.0,248941000.0,276994000.0
Payables,5775000.0,1892000.0,8424000.0
Short-term debt,0.0,0.0,
Total current liabilities,41486000.0,36893000.0,37693000.0
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,
Deferred revenue,22967000.0,44100000.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,17920000.0,38152000.0,
Total liabilities,59406000.0,75045000.0,97182000.0
Other comprehensive income,-267000.0,-431000.0,
Retained earnings (deficit),-147193000.0,-146700000.0,-132541000.0
Total shareholders equity,-108195000.0,-120978000.0,-115062000.0
Investments,149710000.0,193242000.0,
Net Debt,-208882000.0,-175934000.0,
Other Assets,2006000.0,-401000.0,
Other Liabilities,35711000.0,35001000.0,
