Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,240740.7407,109976.4336,74186.756
Stock-based compensation,1251851.8519,1349567.9497,629328.125
Operating Cash Flow,-12723703.7037,-7066771.4061,-5258469.494
Capital Expenditure,-1618518.5185,-304006.2844,-90037.2024
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-1608148.1481,-304006.2844,-90037.2024
Issuance (repayment) of debt,114074.0741,-56559.3087,136749.256
Issuance (buybacks) of shares,14559259.2593,9274941.0841,137311.756
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,14321481.4815,8440691.2804,274061.0119
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,-10370.3704,1069913.5899,-5074445.6845
Free Cash Flow,-14342222.2222,-7370777.6905,-5348506.6964
Net Cash/Marketcap,,,
