Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,66413000.0,66443000.0,82891000.0,74000000.0,123397000.0,81660000.0,81953000.0,42664000.0
Stock-based compensation,0.0,0.0,0.0,,8035000.0,9601000.0,8910000.0,7355000.0
Operating Cash Flow,836603000.0,36573000.0,22815000.0,51000000.0,116837000.0,101400000.0,76597000.0,144922000.0
Capital Expenditure,-67295000.0,-29453000.0,-26737000.0,-51000000.0,86344000.0,127728000.0,156616000.0,86049000.0
Acquisitions and disposals,0.0,27254000.0,15889000.0,,-0.0,-0.0,-20510000.0,-241204000.0
Investment purchases and sales,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Investing Cash flow,-67295000.0,-2199000.0,-10471000.0,-57000000.0,-83801000.0,-119962000.0,-161966000.0,-321552000.0
Issuance (repayment) of debt,1065547000.0,-32995000.0,-7395000.0,-142265000.0,-225000.0,-225000.0,-222000.0,-56000.0
Issuance (buybacks) of shares,-225000000.0,0.0,0.0,-225000000.0,-1825000.0,-103445000.0,-30940000.0,-1431000.0
Dividend payments,0.0,0.0,0.0,-1340865000.0,-0.0,-0.0,-0.0,-0.0
Financing Cash Flow,-731044000.0,-32995000.0,-8317000.0,-2000000.0,-37645000.0,24112000.0,85461000.0,138240000.0
Effect of forex changes on cash,-1749000.0,376000.0,656000.0,-2000000.0,-820000.0,-662000.0,-759000.0,1305000.0
Net cash flow / Change in cash,38264000.0,1379000.0,4027000.0,-11000000.0,11888000.0,17317000.0,92000.0,-38390000.0
Free Cash Flow,769308000.0,7120000.0,-3922000.0,,30493000.0,-26328000.0,-80019000.0,58873000.0
Net Cash/Marketcap,-0.6338,-0.3058,-0.3058,-0.3058,0.0,0.0,0.0,0.0
