Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,291149348.7699,218526753.3253,51315622.7502,25939454.6295
Revenue Growth,0.332328167327383,3.25848390048912,0.97828456623913,
Cost of Revenue,32321128.7988,21739419.5889,9601583.8733,5303189.031
Gross Profit,258828219.9711,196787333.7364,41714038.8769,20636265.5985
R&D Expenses,34916063.6758,23262545.3446,10486969.0425,6987829.3021
SG&A Expense,249766859.6237,199760278.1137,57478473.7221,43872746.8803
Operating Expenses,284682923.2996,223022823.4583,67965442.7646,50860576.1824
Operating Income,-25854703.3285,-26235489.7219,-26251403.8877,-30224310.5839
Interest Expense,0.0,0.0,0.0,0.0
Earnings before Tax,-24470043.4153,-26261033.8573,-26223902.0878,-30222461.8703
Income Tax Expense,-647322.7207,4289903.2648,0.0,0.0
Net Income - Non-Controlling int,698842.2576,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-23822720.6946,-30550937.1221,-26223902.0878,-30222461.8703
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,-23822720.6946,-30550937.1221,-26223902.0878,-30222461.8703
EPS,-0.0564,-0.0862,-0.0763,-0.0878
EPS Diluted,-0.0564,-0.0862,-0.0763,-0.0878
Weighted Average Shs Out,59955332.8509,62321291.2636,59368993.9525,26711000.0
Weighted Average Shs Out (Dil),60393002.026,53423867.7449,49753974.0821,53233916.1916
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.889,0.9005,0.8129,0.7956
EBITDA Margin,-0.0103,-0.0175,-0.0717,-0.1761
EBIT Margin,-0.084,-0.1202,-0.511,-1.1651
Profit Margin,-0.0119,-0.0212,-0.0736,-0.1795
Free Cash Flow margin,-0.057,-0.0325,-0.6832,-0.9723
EBITDA,-20809985.5282,-25389056.8319,-25556227.5018,-29660144.8159
EBIT,-24470043.4153,-26261033.8573,-26223902.0878,-30222461.8703
Consolidated Income,-23123878.437,-30550937.1221,-26223902.0878,-30222461.8703
Earnings Before Tax Margin,-0.084,-0.1202,-0.511,-1.1651
Net Profit Margin,-0.0818,-0.1398,-0.511,-1.1651
