Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,4579000.0,4465000.0,3822000.0,3818000.0,2682000.0,2172000.0
Stock-based compensation,3321000.0,4051000.0,3460000.0,1181000.0,210000.0,101000.0
Operating Cash Flow,-41441000.0,-53261000.0,-70646000.0,-25867000.0,-17390000.0,-14955000.0
Capital Expenditure,1361000.0,2497000.0,3550000.0,1023000.0,-339000.0,-2019000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Investment purchases and sales,18585000.0,-3017000.0,-15333000.0,-171000.0,4497000.0,-7498000.0
Investing Cash flow,17219000.0,-2533000.0,-19322000.0,1977000.0,-2125000.0,-9517000.0
Issuance (repayment) of debt,-8515000.0,-1029000.0,-9166000.0,-1654000.0,3329000.0,-890000.0
Issuance (buybacks) of shares,-46478000.0,-120000.0,-61000.0,-171000.0,17350000.0,8523000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,38731000.0,63411000.0,23557000.0,101310000.0,20911000.0,13133000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,14509000.0,7617000.0,24352000.0,90763000.0,1396000.0,-11339000.0
Free Cash Flow,-42802000.0,-55758000.0,-74196000.0,-26890000.0,-17729000.0,-16974000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,-0.0285,-0.0285
