Date,2018-12-31,2017-12-31
Cash and cash equivalents,14811000.0,6169000.0
Short-term investments,66706000.0,8011000.0
Cash and short-term investments,81517000.0,14180000.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,83852000.0,15166000.0
Property Plant & Equipment Net,568000.0,325000.0
Goodwill and Intangible Assets,3139000.0,3139000.0
Long-term investments,0.0,0.0
Tax assets,870000.0,507000.0
Total non-current assets,4204000.0,3706000.0
Total assets,88056000.0,18872000.0
Payables,3867000.0,2257000.0
Short-term debt,0.0,0.0
Total current liabilities,6444000.0,4294000.0
Long-term debt,0.0,0.0
Total debt,0.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,20530000.0,535000.0
Total liabilities,26974000.0,4829000.0
Other comprehensive income,3000.0,-3000.0
Retained earnings (deficit),-104823000.0,-76102000.0
Total shareholders equity,-104820000.0,-76105000.0
Investments,66706000.0,8011000.0
Net Debt,-81517000.0,-14180000.0
Other Assets,2335000.0,986000.0
Other Liabilities,2577000.0,2037000.0
