Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30
Depreciation & Amortization,689534.0,542189.0,531625.0,588673.0
Stock-based compensation,0.0,0.0,0.0,0.0
Operating Cash Flow,-5267261.0,-3595031.0,-2513829.0,-685332.0
Capital Expenditure,-20635.0,-89351.0,-11674.0,-204149.0
Acquisitions and disposals,1214179.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,1193544.0,-89351.0,-11674.0,-204149.0
Issuance (repayment) of debt,1206601.0,-1158713.0,5648460.0,-263511.0
Issuance (buybacks) of shares,4595634.0,1800000.0,286361.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,6650526.0,3992714.0,2496349.0,-613761.0
Effect of forex changes on cash,320103.0,-10769.0,-1164.0,48467.0
Net cash flow / Change in cash,2896912.0,297563.0,-30318.0,-1454775.0
Free Cash Flow,-5287896.0,-3684382.0,-2525503.0,-889481.0
Net Cash/Marketcap,,,,
