Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2013-03-31,2012-12-31,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Revenue,1796000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8838000.0,12081000.0,15753000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-0.268438043208344,-0.233098457436679,0.0699
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8838000.0,12081000.0,15753000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,8541000.0,8193000.0,7114000.0,6290000.0,5998000.0,7806000.0,6741000.0,0.0,0.0,6741000.0,10416000.0,10430000.0,10194000.0
Operating Expenses,8541000.0,8193000.0,7114000.0,6290000.0,5998000.0,7806000.0,6741000.0,0.0,0.0,6741000.0,18529000.0,17105000.0,14501000.0
Operating Income,11801000.0,11582000.0,5817000.0,12150000.0,3698000.0,-18803000.0,1959000.0,0.0,0.0,2587000.0,-9691000.0,-5024000.0,1252000.0
Interest Expense,18580000.0,12995000.0,9446000.0,6732000.0,5248000.0,6944000.0,8412000.0,0.0,0.0,628000.0,0.0,0.0,0.0
Earnings before Tax,11801000.0,11582000.0,8739000.0,5976000.0,3698000.0,-12793000.0,2587000.0,0.0,0.0,2587000.0,-9691000.0,-5024000.0,1252000.0
Income Tax Expense,2469000.0,4276000.0,2922000.0,-6174000.0,-1035000.0,6010000.0,628000.0,0.0,0.0,628000.0,-3579000.0,-1895000.0,242000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,9332000.0,7306000.0,5817000.0,12150000.0,3698000.0,-18803000.0,1959000.0,0.0,0.0,1959000.0,-6112000.0,-3129000.0,1010000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,9332000.0,7306000.0,5817000.0,12150000.0,3698000.0,-18803000.0,1959000.0,0.0,0.0,1959000.0,-6112000.0,-3129000.0,1010000.0
EPS,1.22,1.13,0.9,1.9,0.58,-2.96,0.31,0.0,0.0,0.33,-0.96,-0.53,0.17
EPS Diluted,1.22,1.13,0.9,1.9,0.58,-2.96,0.31,0.0,0.0,0.33,-0.96,-0.53,0.17
Weighted Average Shs Out,7638866.0,6456154.0,6431445.0,6409265.0,6393330.0,6351248.0,6354951.0,0.0,0.0,0.0,6102500.0,6102500.0,6152500.0
Weighted Average Shs Out (Dil),7639166.0,6459510.0,6432137.0,6409325.0,6393330.0,6351248.0,6354951.0,0.0,0.0,0.0,6102500.0,6102500.0,6152500.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.14
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
EBITDA Margin,7.01336302895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.003,-0.336,0.138
EBIT Margin,6.57071269488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0965,-0.4159,0.0795
Profit Margin,5.19599109131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.692,-0.259,0.064
Free Cash Flow margin,5.55846325167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8592,-0.1271,0.3092
EBITDA,12596000.0,12260000.0,6750000.0,10882000.0,3281000.0,-17112000.0,3932000.0,0.0,0.0,2062000.0,-8865000.0,-4063000.0,2174000.0
EBIT,11801000.0,11582000.0,5817000.0,12150000.0,3698000.0,-18803000.0,1959000.0,0.0,0.0,2587000.0,-9691000.0,-5024000.0,1252000.0
Consolidated Income,9332000.0,7306000.0,5817000.0,12150000.0,3698000.0,-18803000.0,1959000.0,0.0,0.0,1959000.0,-6112000.0,-3129000.0,1010000.0
Earnings Before Tax Margin,6.57071269488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0965,-0.4159,0.0795
Net Profit Margin,5.19599109131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6916,-0.259,0.0641
