Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,5389000.0,8328000.0,6187000.0,7450000.0,3453000.0,216000.0
Stock-based compensation,1637000.0,7795000.0,9131000.0,7154000.0,3253000.0,1228000.0
Operating Cash Flow,-7621000.0,-8965000.0,-17473000.0,-23157000.0,-8545000.0,-1517000.0
Capital Expenditure,56000.0,123000.0,-237000.0,-523000.0,-1986000.0,-1046000.0
Acquisitions and disposals,-0.0,-1051000.0,0.0,0.0,2312000.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,-5250000.0,-191000.0
Investing Cash flow,944000.0,-1174000.0,-237000.0,-583000.0,-8937000.0,-1237000.0
Issuance (repayment) of debt,-192000.0,-2308000.0,8304000.0,12501000.0,5141000.0,0.0
Issuance (buybacks) of shares,-341000.0,-4598000.0,5831000.0,17037000.0,12240000.0,4205000.0
Dividend payments,-0.0,-0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,2444000.0,9534000.0,14123000.0,28298000.0,16513000.0,6359000.0
Effect of forex changes on cash,-24000.0,147000.0,-18000.0,-155000.0,10000.0,-27000.0
Net cash flow / Change in cash,-4257000.0,-458000.0,-3605000.0,4403000.0,-959000.0,3578000.0
Free Cash Flow,-7677000.0,-9088000.0,-17710000.0,-23680000.0,-10531000.0,-2563000.0
Net Cash/Marketcap,0.0,0.0,-2.8761,-0.5393,-0.1656,0.0364
