Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,0.0,0.0,13200000.0,13200000.0,13166000.0,73134000.0
Revenue Growth,0.0,-1,0,0.00258240923591068,-0.819974293762135,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,13166000.0,73134000.0
R&D Expenses,22362000.0,17948000.0,31317000.0,18991000.0,11527000.0,26455000.0
SG&A Expense,9974000.0,9146000.0,21815000.0,16456000.0,3469000.0,8065000.0
Operating Expenses,32336000.0,28132000.0,61311000.0,35447000.0,14996000.0,34520000.0
Operating Income,-32336000.0,-28132000.0,-61311000.0,-35447000.0,-1830000.0,38614000.0
Interest Expense,6000.0,131000.0,264000.0,349000.0,0.0,0.0
Earnings before Tax,-31292000.0,-27416000.0,-60764000.0,-35747000.0,-1835000.0,37405000.0
Income Tax Expense,-31000.0,-590000.0,347000.0,161000.0,176000.0,1224000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-31261000.0,-26826000.0,-61111000.0,-35908000.0,-2011000.0,36181000.0
Preferred Dividends,0.0,0.0,0.0,0.0,904000.0,41538000.0
Net Income Com,-31261000.0,-26826000.0,-61111000.0,-35908000.0,-2915000.0,-5357000.0
EPS,-1.28,-1.1,-2.51,-3.25,-66.21,-125.29
EPS Diluted,-1.28,-1.1,-2.51,-3.25,-66.21,-125.29
Weighted Average Shs Out,24399706.0,24366681.0,24319443.0,11151978.0,,
Weighted Average Shs Out (Dil),24399706.0,24366681.0,24319443.0,11151978.0,44017.0,42760.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,1.0,1.0
EBITDA Margin,0.0,0.0,-4.61196969697,-2.67015151515,,
EBIT Margin,0.0,0.0,-4.64477272727,-2.68537878788,-0.1394,0.5115
Profit Margin,0.0,0.0,-4.62962121212,-2.7203030303,,
Free Cash Flow margin,0.0,0.0,-4.16121212121,-2.54333333333,-0.4803,0.6315
EBITDA,-32248000.0,-27980000.0,-60878000.0,-35246000.0,-1563000.0,37727000.0
EBIT,-32336000.0,-28132000.0,-61311000.0,-35447000.0,-1835000.0,37405000.0
Consolidated Income,-31261000.0,-26826000.0,-61111000.0,-35908000.0,-2011000.0,36181000.0
Earnings Before Tax Margin,0.0,0.0,-4.60333333333,-2.70810606061,-0.1394,0.5115
Net Profit Margin,0.0,0.0,-4.62962121212,-2.7203030303,-0.1527,0.4947
