Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,1346743.8495,575574.3652,115334.7732
Stock-based compensation,7858176.5557,303506.6505,0.0
Operating Cash Flow,127791172.2142,105740931.0762,17212095.0324
Capital Expenditure,-4155426.9175,-2072551.3906,-1295608.3513
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,-62132127.3517,-95417170.4958,1727861.7711
Investing Cash flow,-66287554.2692,-97489721.8863,432253.4197
Issuance (repayment) of debt,0.0,0.0,-1933333.3333
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,108237481.9103,3968409.9154,17842332.6134
Effect of forex changes on cash,5006367.5832,-1649183.7969,916774.658
Net cash flow / Change in cash,174747467.4385,10570435.3083,36403455.7235
Free Cash Flow,123635745.2967,103668379.6856,15916486.6811
Net Cash/Marketcap,,,
