Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,3971.0,5179.0,24734.0
Stock-based compensation,2544834.0,2451021.0,329188.0
Operating Cash Flow,-5329424.0,-3428443.0,-1867013.0
Capital Expenditure,-17370773.0,-9967167.0,-3555851.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,4000000.0,-2000000.0
Investing Cash flow,-16956488.0,-5918212.0,-5511721.0
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,57674819.0,11299465.0,11973644.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,56183330.0,10534262.0,11065670.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,33897418.0,1187607.0,3686936.0
Free Cash Flow,-22700197.0,-13395610.0,-5422864.0
Net Cash/Marketcap,,,
