Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,745311000.0,109337000.0,480060000.0,670536000.0,641935000.0
Revenue Growth,5.81664029559984,-0.772243052951714,-0.284065285085365,0.044554355191725,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,670536000.0,641935000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,167162000.0,175351000.0,169233000.0,236769000.0,222696000.0
Operating Expenses,167162000.0,175351000.0,169233000.0,327309000.0,297691000.0
Operating Income,358178000.0,368355000.0,371829000.0,343227000.0,344244000.0
Interest Expense,79733000.0,41964000.0,26848000.0,0.0,0.0
Earnings before Tax,358178000.0,368355000.0,371829000.0,343227000.0,344244000.0
Income Tax Expense,93784000.0,184673000.0,141651000.0,129447000.0,127572000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,264394000.0,183682000.0,230178000.0,213780000.0,216672000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,264394000.0,183682000.0,230178000.0,213780000.0,216672000.0
EPS,1.93,1.32,1.65,1.53,1.55
EPS Diluted,1.93,1.32,1.65,1.53,1.55
Weighted Average Shs Out,136945134.0,139560305.0,139487762.0,139459620.0,
Weighted Average Shs Out (Dil),137111420.0,139656993.0,139492608.0,139459620.0,139459620.0
Dividend per Share,0.955689905334,0.879368783202,0.615064849888,0.0,0.0
Gross Margin,0.0,0.0,0.0,1.0,1.0
EBITDA Margin,0.554239773732,3.93621555375,0.883233345832,0.55,0.577
EBIT Margin,0.480575222961,3.36898762542,0.774546931634,0.5119,0.5363
Profit Margin,0.354743187743,1.6799619525,0.479477565304,0.319,0.338
Free Cash Flow margin,0.423357497743,2.37528009731,0.425792609257,0.189,0.3521
EBITDA,413081000.0,430374000.0,424005000.0,368902000.0,370161000.0
EBIT,358178000.0,368355000.0,371829000.0,343227000.0,344244000.0
Consolidated Income,264394000.0,183682000.0,230178000.0,213780000.0,216672000.0
Earnings Before Tax Margin,0.480575222961,3.36898762542,0.774546931634,0.5119,0.5363
Net Profit Margin,0.354743187743,1.6799619525,0.479477565304,0.3188,0.3375
