Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,6772000.0,7000000.0,6372000.0,6000000.0,5544000.0,6000000.0,6969000.0,7000000.0,4804000.0,5000000.0,3851000.0,4702000.0
Stock-based compensation,7843000.0,8000000.0,8359000.0,8000000.0,5992000.0,6000000.0,6139000.0,6000000.0,6697000.0,7000000.0,6388000.0,5933000.0
Operating Cash Flow,24799000.0,25000000.0,27390000.0,27000000.0,20548000.0,21000000.0,20015000.0,20000000.0,22243000.0,22000000.0,25567000.0,24051000.0
Capital Expenditure,880000.0,-6000000.0,155000.0,-4000000.0,453000.0,-4000000.0,786000.0,-5000000.0,1620000.0,-6000000.0,3025000.0,11642000.0
Acquisitions and disposals,-3150000.0,000000.0,-1359000.0,000000.0,-5647000.0,000000.0,-5725000.0,000000.0,-600000.0,-0000000.0,-0.0,-17000.0
Investment purchases and sales,-13322000.0,0,-4256000.0,1000000,-11307000.0,-2000000,-1628000.0,-4000000,-2598000.0,0,-21535000.0,-73776000.0
Investing Cash flow,-8816000.0,-9000000.0,-4801000.0,-5000000.0,-11577000.0,-12000000.0,-16490000.0,-16000000.0,-7952000.0,-8000000.0,-4562000.0,-14255000.0
Issuance (repayment) of debt,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Issuance (buybacks) of shares,-11817000.0,-17000000.0,-3030000.0,-7000000.0,-8310000.0,-12000000.0,-731000.0,-6000000.0,279000.0,-2000000.0,-18642000.0,-70874000.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,-15594000.0,-16000000.0,-5395000.0,-5000000.0,-10417000.0,-10000000.0,-4267000.0,-4000000.0,-1001000.0,-1000000.0,-20974000.0,-72006000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,389000.0,0000000.0,17194000.0,17000000.0,-1446000.0,-1000000.0,-742000.0,-1000000.0,13290000.0,13000000.0,31000.0,-62210000.0
Free Cash Flow,23919000.0,19000000.0,27235000.0,23000000.0,20095000.0,17000000.0,19229000.0,15000000.0,20623000.0,16000000.0,22542000.0,12409000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
