Date,2019-04-30,2018-04-30,2017-04-30,2016-04-30,2015-04-30,2014-04-30
Depreciation & Amortization,38673000.0,0.0,0.0,0.0,0.0,759219.4222
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,
Operating Cash Flow,-118839000.0,-14895662.6506,-15026095.7976,-15940034.8345,-12815736.2219,-13352642.901
Capital Expenditure,-2495000.0,-50000.0,-58178.9426,-245583.4785,-422449.7084,-328518.7462
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,
Investment purchases and sales,0.0,2259376.4121,3732271.7094,-5951672.42,0.0,
Investing Cash flow,-14031000.0,-2584578.3133,1360031.6313,-1252301.5676,-8303178.1931,-5482790.4118
Issuance (repayment) of debt,-1807228.9157,7004066.8775,3483453.5954,-2380668.968,6146281.4997,
Issuance (buybacks) of shares,19190602.4096,7907817.4424,13211744.215,22718842.9949,11094038.1069,
Dividend payments,0.0,0.0,0.0,0.0,0.0,
Financing Cash Flow,233500000.0,15982650.6024,13867487.5734,14611719.3332,18571241.5189,16574216.3491
Effect of forex changes on cash,62000.0,1204.8193,1129.6882,-2363.7721,0.0,0.0
Net cash flow / Change in cash,100692000.0,-1497590.3614,201423.4071,-75889.5248,-2547791.9295,-2261216.9637
Free Cash Flow,-14945662.6506,-15084274.7402,-16185618.313,-13238185.9302,-13681161.6472,
Net Cash/Marketcap,0.2795,0.0542,0.0542,0.0542,0.0542,0.0542
