Date,2018-12-31,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,0.0
Gross Profit,0.0,0.0
R&D Expenses,11471000.0,3703000.0
SG&A Expense,2047000.0,582000.0
Operating Expenses,13518000.0,4285000.0
Operating Income,-13518000.0,-4285000.0
Interest Expense,1642000.0,-3000.0
Earnings before Tax,-16521000.0,-4282000.0
Income Tax Expense,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-16521000.0,-4282000.0
Preferred Dividends,0.0,0.0
Net Income Com,-16521000.0,-4282000.0
EPS,-3.01,-0.79
EPS Diluted,-3.01,-0.79
Weighted Average Shs Out,17052000.0,17052000.0
Weighted Average Shs Out (Dil),5483149.0,5406513.0
Dividend per Share,0.0,0.0
Gross Margin,0.0,0.0
EBITDA Margin,,
EBIT Margin,0.0,0.0
Profit Margin,,
Free Cash Flow margin,0.0,0.0
EBITDA,-14879000.0,-4285000.0
EBIT,-14879000.0,-4285000.0
Consolidated Income,-16521000.0,-4282000.0
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,0.0
