Date,2018-12-29,2018-12,2017-12-30,2017-12,2016-12-31,2016-12,2016-01-02,2015-12,2015-01-03,2014-12,2013-12-28,2012-12-29,2011-12-31,2011-04-02,2011-01-01
Revenue,13982400000.0,11714000000.0,12747200000.0,11662000000.0,11406900000.0,11643000000.0,11171800000.0,11678000000.0,11338600000.0,11703000000.0,11001200000.0,10190500000.0,10376400000.0,0.0,0.0
Revenue Growth,0.193648625576234,-0.0810530940128028,0.0930543646029841,0.022363657084747,-0.0202782787941252,0.0421776258078376,-0.0433464634355198,0.029933148713245,-0.0311373152183201,0.0637930407591899,0.0795544870222266,-0.017915654755021,0.0,0.0,0.0
Cost of Revenue,9816600000.0,2493000000.0,8255400000.0,2158000000.0,7578800000.0,1855000000.0,7561900000.0,1864000000.0,7678800000.0,1999000000.0,13115500000.0,7153800000.0,7060600000.0,0.0,0.0
Gross Profit,4165800000.0,9221000000.0,4491800000.0,9504000000.0,3828100000.0,9788000000.0,3609900000.0,9814000000.0,3659800000.0,9704000000.0,-2114300000.0,3036700000.0,3315800000.0,0.0,0.0
R&D Expenses,275800000.0,,252300000.0,,204400000.0,,188000000.0,,174600000.0,,170700000.0,174800000.0,147200000.0,0.0,0.0
SG&A Expense,3143700000.0,506000000.0,2965700000.0,533000000.0,2602000000.0,833000000.0,2459100000.0,870000000.0,2575000000.0,914000000.0,-2700900000.0,2509100000.0,2536000000.0,0.0,0.0
Operating Expenses,3143700000.0,7160000000.0,2965700000.0,7379000000.0,2602000000.0,7642000000.0,2459100000.0,7805000000.0,2575000000.0,7387000000.0,-2700900000.0,2509100000.0,2536000000.0,0.0,0.0
Operating Income,1022100000.0,2061000000.0,1526100000.0,2125000000.0,1226100000.0,2146000000.0,1150800000.0,2009000000.0,1084800000.0,2317000000.0,490300000.0,883800000.0,674600000.0,0.0,0.0
Interest Expense,277900000.0,140000000.0,222600000.0,166000000.0,194500000.0,187000000.0,180400000.0,217000000.0,177200000.0,240000000.0,160400000.0,144200000.0,140300000.0,0.0,0.0
Earnings before Tax,1022100000.0,1916000000.0,1526100000.0,1960000000.0,1226100000.0,1990000000.0,1150800000.0,1763000000.0,1084800000.0,2088000000.0,517300000.0,448700000.0,691200000.0,0.0,0.0
Income Tax Expense,416300000.0,395000000.0,300500000.0,392000000.0,261200000.0,386000000.0,248600000.0,401000000.0,227100000.0,382000000.0,69300000.0,78900000.0,88600000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
