Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,2511722141.8234,782043530.8343,442000000.0
Short-term investments,11722141.8234,0.0,38000000.0
Cash and short-term investments,2523444283.6468,782043530.8343,480000000.0
Receivables,214616497.8292,175483675.9371,116000000.0
Inventories,5065123.0101,4534461.9105,2000000.0
Total current assets,3006946454.4139,1128627569.5284,720000000.0
Property Plant & Equipment Net,24312590.4486,19195888.7545,16000000.0
Goodwill and Intangible Assets,2728075253.2562,2717503022.9746,
Long-term investments,547612156.2952,622430471.584,1000000.0
Tax assets,17800289.4356,15870616.6868,
Total non-current assets,3448191027.4964,3405834340.9915,
Total assets,6455137481.9103,4534461910.52,3376000000.0
Payables,696526772.7931,359431680.7739,144000000.0
Short-term debt,0.0,0.0,
Total current liabilities,902749638.2055,533101571.9468,363000000.0
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,
Deferred revenue,207091172.2142,147823458.283,
Tax Liabilities,85238784.3705,74969770.2539,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,86107091.1722,49123337.364,
Total liabilities,988856729.3777,582224909.3108,405000000.0
Other comprehensive income,0.0,0.0,
Retained earnings (deficit),439942112.8799,185459492.1403,75000000.0
Total shareholders equity,5458900144.7178,3951178960.0967,2970000000.0
Investments,559334298.1187,622430471.584,
Net Debt,,,
Other Assets,276874095.5139,,
Other Liabilities,206222865.4124,173669891.1729,
