Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2012-01-31
Cash and cash equivalents,499597000.0,199944000.0,334667000.0,175957000.0,44126000.0
Short-term investments,1250000.0,37109000.0,35844000.0,178631000.0,46455000.0
Cash and short-term investments,500847000.0,237053000.0,370511000.0,354588000.0,90581000.0
Receivables,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,912164000.0,625821000.0,683506000.0,588414000.0,160125000.0
Property Plant & Equipment Net,116742000.0,124088000.0,66370000.0,42921000.0,15576000.0
Goodwill and Intangible Assets,90652000.0,397116000.0,414620000.0,0.0,0.0
Long-term investments,0.0,6252000.0,46369000.0,104243000.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,254158000.0,558989000.0,557151000.0,160876000.0,17890000.0
Total assets,1166322000.0,1184810000.0,1240657000.0,749290000.0,178015000.0
Payables,14896000.0,15224000.0,17897000.0,10825000.0,2053000.0
Short-term debt,0.0,20993000.0,15632000.0,0.0,0.0
Total current liabilities,226281000.0,254117000.0,231831000.0,149160000.0,70907000.0
Long-term debt,273014000.0,342247000.0,234577000.0,0.0,0.0
Total debt,273014000.0,363240000.0,250209000.0,0.0,0.0
Deferred revenue,31464000.0,28359000.0,19939000.0,14412000.0,19232000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,296514000.0,376434000.0,265439000.0,16773000.0,2568000.0
Total liabilities,1013644000.0,630551000.0,497270000.0,165933000.0,73475000.0
Other comprehensive income,1422221000,1264693000,1110539000,781009000,205955000
Retained earnings (deficit),-1269351000.0,-709636000.0,-366658000.0,-196997000.0,-101426000.0
Total shareholders equity,152678000.0,554259000.0,743387000.0,583357000.0,104540000.0
Investments,1250000.0,43361000.0,82213000.0,282874000.0,46455000.0
Net Debt,-226583000.0,163296000.0,-84458000.0,-175957000.0,-44126000.0
Other Assets,0.0,0.0,0.0,0.0,0.0
Other Liabilities,490849000.0,0.0,0.0,0.0,0.0
