Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,224695000.0,111655000.0,40417000.0,22685000.0,8444000.0
Stock-based compensation,83346000.0,442976000.0,-14712000.0,0.0,0.0
Operating Cash Flow,427656000.0,178871000.0,32083000.0,20372000.0,7615000.0
Capital Expenditure,0.0,0.0,-195425000.0,-110232000.0,-187067000.0
Acquisitions and disposals,-0.0,-0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-733219000.0,-600034000.0,-195425000.0,-110232000.0,-187067000.0
Issuance (repayment) of debt,-0.0,-0.0,110780000.0,19397000.0,0.0
Issuance (buybacks) of shares,-35229000.0,-9523000.0,0.0,0.0,199800000.0
Dividend payments,-0.0,-0.0,0.0,0.0,0.0
Financing Cash Flow,331269000.0,418959000.0,160904000.0,70397000.0,199800000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,25706000.0,-2204000.0,-2438000.0,-19463000.0,20348000.0
Free Cash Flow,427656000.0,178871000.0,-163342000.0,-89860000.0,-179452000.0
Net Cash/Marketcap,0.0,0.0,-1.0339,-0.5807,-0.5807
