Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,-3171870000.0,-1334725000.0,-945028000.0
Capital Expenditure,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,0.0,0.0,0.0
Issuance (repayment) of debt,1645114000.0,424910000.0,491490000.0
Issuance (buybacks) of shares,1724864000.0,749933000.0,665259000.0
Dividend payments,-90035000.0,-28074000.0,-1371000.0
Financing Cash Flow,3279402000.0,1145443000.0,1154381000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,107532000.0,-189282000.0,209353000.0
Free Cash Flow,-3171870000.0,-1334725000.0,-945028000.0
Net Cash/Marketcap,,,
