Date,2018-12-31,2017-12-31
Depreciation & Amortization,539536.0,560369.0
Stock-based compensation,0.0,0.0
Operating Cash Flow,-672416.0,3363681.0
Capital Expenditure,-177291.0,-1396549.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,-27101721.0,-30756735.0
Investing Cash flow,-27279012.0,-31936358.0
Issuance (repayment) of debt,3511574.0,22094875.0
Issuance (buybacks) of shares,0.0,0.0
Dividend payments,0.0,0.0
Financing Cash Flow,28190017.0,26456292.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,238589.0,-2116385.0
Free Cash Flow,-849707.0,1967132.0
Net Cash/Marketcap,,
