Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,6069000.0,3415000.0,0.0,0.0,0.0,0.0,1114000.0,1221000.0
Stock-based compensation,2152000.0,969000.0,24000.0,5000.0,5000.0,28000.0,725000.0,517000.0
Operating Cash Flow,110000.0,24946000.0,-1351000.0,-1080000.0,-1080000.0,-2826000.0,-2980000.0,-692000.0
Capital Expenditure,2564000.0,2021000.0,0.0,0.0,0.0,0.0,1628000.0,991000.0
Acquisitions and disposals,-16243000.0,-22000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,-7795000.0,-179000.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-30805000.0,18031000.0,0.0,1300000.0,1300000.0,9573000.0,10447000.0,3226000.0
Issuance (repayment) of debt,-3286000.0,-4783000.0,-0.0,-0.0,-0.0,-0.0,-333000.0,-400000.0
Issuance (buybacks) of shares,6179000.0,-18219000.0,-1836000.0,-23467000.0,-24818000.0,-24598000.0,-18145000.0,-10665000.0
Dividend payments,-1137000.0,-375000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Financing Cash Flow,31329000.0,-27623000.0,0.0,0.0,0.0,-237000.0,-20000.0,80000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,-57000.0,33000.0,-5000.0
Net cash flow / Change in cash,634000.0,15354000.0,-1351000.0,220000.0,220000.0,6453000.0,7480000.0,2609000.0
Free Cash Flow,-2454000.0,22925000.0,-1351000.0,-1080000.0,-1080000.0,-2826000.0,-4608000.0,-1683000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
