Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,0.0,0.0,0.0,
Stock-based compensation,467203.0,643430.0,624808.0,
Operating Cash Flow,-4407189.0,-1691174.0,-6031713.0,-803000.0
Capital Expenditure,0.0,0.0,0.0,
Acquisitions and disposals,0.0,0.0,0.0,
Investment purchases and sales,3328319.0,-812084.0,-42556000.0,
Investing Cash flow,3328319.0,-812084.0,-42556000.0,66834000.0
Issuance (repayment) of debt,0.0,0.0,0.0,
Issuance (buybacks) of shares,-2299542.0,-6222530.0,-13120391.0,
Dividend payments,0.0,0.0,0.0,
Financing Cash Flow,-2299542.0,-6222530.0,-13120391.0,74000.0
Effect of forex changes on cash,-21622.0,257920.0,0.0,
Net cash flow / Change in cash,-3400034.0,-8467868.0,-61708104.0,66106000.0
Free Cash Flow,-4407189.0,-1691174.0,-6031713.0,
Net Cash/Marketcap,0.8161,1.275,1.275,1.275
