Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,739762000.0,919204000.0,933812000.0,978534000.0,910198000.0,811648000.0,710181000.0,679381000.0
Revenue Growth,-0.19521455520211,-0.0156434057390567,-0.0457030619273321,0.0750781698048117,0.121419630184513,0.142874844581874,0.0453353861824219,0.0
Cost of Revenue,0.0,280200000.0,302578000.0,322338000.0,302704000.0,280462000.0,250279000.0,227399000.0
Gross Profit,0.0,639004000.0,631234000.0,656196000.0,607494000.0,531186000.0,466167000.0,451982000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,347676000.0,370639000.0,358356000.0,338379000.0,293647000.0,271065000.0,243248000.0,235521000.0
Operating Expenses,989754000.0,370639000.0,358356000.0,338379000.0,293647000.0,271065000.0,243248000.0,235521000.0
Operating Income,-249992000.0,71250000.0,79103000.0,106211000.0,143562000.0,112862000.0,88980000.0,90719000.0
Interest Expense,119296000.0,83341000.0,78628000.0,78786000.0,72496000.0,69725000.0,67747000.0,68258000.0
Earnings before Tax,-1056961000.0,-66148000.0,1069000.0,-27713000.0,69273000.0,42684000.0,21250000.0,13086000.0
Income Tax Expense,-183307000.0,-41426000.0,5205000.0,-1847000.0,10029000.0,10957000.0,12088000.0,7485000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-873303000.0,-24246000.0,-3667000.0,-26025000.0,7557000.0,9406000.0,9673000.0,5839000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-873303000.0,-24246000.0,-3667000.0,-26025000.0,7557000.0,9406000.0,9673000.0,5839000.0
EPS,-8.09,-0.7,-0.1,-0.69,0.18,0.23,0.23,0.13
EPS Diluted,-8.09,-0.7,-0.15,-0.69,0.18,0.23,0.23,0.12
Weighted Average Shs Out,0.0,31344000.0,32526000.0,34764000.0,38219000.0,3166000.0,38560000.0,0.0
Weighted Average Shs Out (Dil),0.0,34427000.0,36318000.0,37921000.0,41493000.0,3166000.0,42119000.0,0.0
Dividend per Share,0.0,0.0,0.0,0.130059861291,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.695171039291,0.675975464012,0.670590904353,0.667430603012,0.654453654786,0.656405902157,0.665285016802
EBITDA Margin,-0.058188985106,0.291953690367,0.292219418898,0.294295343851,0.344811788204,0.320484988566,0.30898038669,0.318615033391
EBIT Margin,-0.33793571446,0.0775127175252,0.084709770275,0.108540939814,0.15772612113,0.139052889923,0.125292003025,0.133531847373
Profit Margin,-1.18051886958,-0.0263771698121,-0.00392691462521,-0.0265959077559,0.00830258910699,0.0115887675446,0.013620471401,0.00859458830906
Free Cash Flow margin,-0.069568320622,-0.00307331125626,0.0062089585484,0.0794249356691,0.0901935622799,-0.0257747200757,0.00949757878625,-0.0627865660064
EBITDA,-43046000.0,268365000.0,272878000.0,287978000.0,313847000.0,260121000.0,219432000.0,216461000.0
EBIT,-249992000.0,71250000.0,79103000.0,106211000.0,143562000.0,112862000.0,88980000.0,90719000.0
Consolidated Income,-873303000.0,-24246000.0,-3667000.0,-26025000.0,7557000.0,9406000.0,9673000.0,5839000.0
Earnings Before Tax Margin,-1.42878520389,-0.0719622630015,0.00114477003937,-0.0283209372388,0.0761076161451,0.052589299795,0.0299219494749,0.019261651415
Net Profit Margin,-1.18051886958,-0.0263771698121,-0.00392691462521,-0.0265959077559,0.00830258910699,0.0115887675446,0.013620471401,0.00859458830906
