Date,2018-12-31,2017-12-31,2016-12-31
Revenue,0.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,0.0,0.0,
Gross Profit,0.0,0.0,-4000.0
R&D Expenses,14072000.0,6095000.0,6913000.0
SG&A Expense,4336000.0,2142000.0,8621000.0
Operating Expenses,18408000.0,8237000.0,
Operating Income,-18408000.0,-8237000.0,-8625000.0
Interest Expense,174000.0,3342000.0,
Earnings before Tax,-20669000.0,-12886000.0,-11095000.0
Income Tax Expense,-124000.0,-26000.0,8000.0
Net Income - Non-Controlling int,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,
Net Income,-20545000.0,-12860000.0,
Preferred Dividends,5032000.0,-320000.0,
Net Income Com,-25577000.0,-12540000.0,-6714000.0
EPS,-58.44,-29.8,-0.43
EPS Diluted,-58.44,-29.8,-0.43
Weighted Average Shs Out,15438000.0,15438000.0,15438000.0
Weighted Average Shs Out (Dil),437610.0,420707.0,
Dividend per Share,0.0,0.0,
Gross Margin,0.0,0.0,0.0
EBITDA Margin,,,
EBIT Margin,0.0,0.0,
Profit Margin,,,
Free Cash Flow margin,0.0,0.0,
EBITDA,-20472000.0,-9540000.0,
EBIT,-20495000.0,-9544000.0,
Consolidated Income,-20545000.0,-12860000.0,
Earnings Before Tax Margin,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,
