Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31
Revenue,747298000.0,0.0,0.0,0.0,0.0,0.0,4315485000.0,3757492000.0,0.0,3405402000.0,0.0,264804000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,-1,0.148501447241937,0.0,-1,0.0,-1,-0.0848
Cost of Revenue,133787000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70614000.0
Gross Profit,613511000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194190000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,90471000.0,60581000.0,57029000.0,48265000.0,46152000.0,39660000.0,36188000.0,0.0,0.0,28148000.0,0.0,39938000.0
Operating Expenses,561220000.0,512493000.0,448742000.0,412298000.0,398892000.0,375026000.0,321199000.0,0.0,0.0,273234000.0,0.0,126248000.0
Operating Income,258415000.0,164612000.0,293788000.0,234081000.0,180219000.0,43880000.0,270914000.0,0.0,0.0,66015000.0,0.0,67942000.0
Interest Expense,49721000.0,66040000.0,55803000.0,57682000.0,67571000.0,75870000.0,79114000.0,0.0,0.0,89409000.0,0.0,46119000.0
Earnings before Tax,258415000.0,164612000.0,303798000.0,238604000.0,59313000.0,15837000.0,5447000.0,0.0,0.0,5059000.0,0.0,36990000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9983000.0
Net Income,258415000.0,164612000.0,293788000.0,234081000.0,180219000.0,43880000.0,270914000.0,0.0,0.0,66015000.0,0.0,36990000.0
Preferred Dividends,0.0,5774000.0,13250000.0,13250000.0,13250000.0,13250000.0,14108000.0,0.0,0.0,15196000.0,0.0,15196000.0
Net Income Com,258415000.0,164612000.0,293788000.0,234081000.0,180219000.0,43880000.0,270914000.0,0.0,0.0,66015000.0,0.0,21794000.0
EPS,2.56,1.52,3.0,2.44,1.99,0.37,3.56,0.0,0.0,0.87,0.0,0.53
EPS Diluted,2.55,1.51,2.97,2.42,1.95,0.36,3.56,0.0,0.0,0.87,0.0,0.53
Weighted Average Shs Out,99972359.0,98113561.0,92342483.0,89854096.0,83090235.0,77343853.0,69639623.0,0.0,0.0,56717121.0,0.0,43148762.0
Weighted Average Shs Out (Dil),100482365.0,98727331.0,93023034.0,90395775.0,84967720.0,79108878.0,69639623.0,0.0,0.0,56717121.0,0.0,38705101.0
Dividend per Share,1.78549738554,3.45088838672,1.47752652316,1.40315186191,1.39421182538,1.40966479135,1.39842801849,0.0,0.0,1.41059698711,0.0,1.63
Gross Margin,0.820972356409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333
EBITDA Margin,0.699134749457,0.0,0.0,0.0,0.0,0.0,0.104665871854,0.0,0.0,0.0665287093859,0.0,0.645
EBIT Margin,0.345799132341,0.0,0.0,0.0,0.0,0.0,0.0627771849514,0.0,0.0,0.0193853765282,0.0,0.3139
Profit Margin,0.345799132341,0.0,0.0,0.0,0.0,0.0,0.0627771849514,0.0,0.0,0.0193853765282,0.0,0.082
Free Cash Flow margin,0.548700786032,0.0,0.0,0.0,0.0,0.0,0.0418780276145,0.0,0.0,0.040599024726,0.0,0.286
EBITDA,522462000.0,421984000.0,519820000.0,445117000.0,391663000.0,253618000.0,451684000.0,0.0,0.0,226557000.0,0.0,170761000.0
EBIT,258415000.0,164612000.0,293788000.0,234081000.0,180219000.0,43880000.0,270914000.0,0.0,0.0,66015000.0,0.0,83109000.0
Consolidated Income,258415000.0,164612000.0,293788000.0,234081000.0,180219000.0,43880000.0,270914000.0,0.0,0.0,66015000.0,0.0,38015000.0
Earnings Before Tax Margin,0.345799132341,0.0,0.0,0.0,0.0,0.0,0.00126219880268,0.0,0.0,0.00148558085066,0.0,0.1397
Net Profit Margin,0.345799132341,0.0,0.0,0.0,0.0,0.0,0.0627771849514,0.0,0.0,0.0193853765282,0.0,0.1397
