Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,64867000.0,55209000.0,0.0,0.0,0.0
Revenue Growth,0.174935246064953,0.0,0.0,0.0,
Cost of Revenue,1820000.0,0.0,0.0,0.0,0.0
Gross Profit,63047000.0,0.0,0.0,0.0,0.0
R&D Expenses,130340000.0,126890000.0,68459000.0,50885000.0,29028000.0
SG&A Expense,153610000.0,36981000.0,15053000.0,10553000.0,995000.0
Operating Expenses,295683000.0,163871000.0,83512000.0,61438000.0,30023000.0
Operating Income,-230816000.0,-108662000.0,-83512000.0,-61438000.0,-30023000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-225374000.0,-96883000.0,-83217000.0,-61422000.0,-30023000.0
Income Tax Expense,447000.0,1275000.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-225821000.0,-109751000.0,-83217000.0,-61422000.0,-30023000.0
Preferred Dividends,0.0,20100000.0,0.0,0.0,0.0
Net Income Com,-225821000.0,-109751000.0,-83217000.0,-61422000.0,-30023000.0
EPS,0.0,-2.82,0.0,0.0,
EPS Diluted,0.0,-2.82,0.0,0.0,
Weighted Average Shs Out,81365801.0,46010777.0,64198000.0,64198000.0,
Weighted Average Shs Out (Dil),81365801.0,30262768.0,28884540.0,28884540.0,28884540.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.971942590223,0.0,0.0,0.0,0.0
EBITDA Margin,-3.50896449659,-1.96406383017,,,
EBIT Margin,-3.55829620608,-1.96819359162,0.0,0.0,0.0
Profit Margin,-3.48129249079,-1.98791863645,,,
Free Cash Flow margin,-3.14500439361,-0.65567208245,0.0,0.0,0.0
EBITDA,-227616000.0,-108434000.0,-83205000.0,-61422000.0,-30023000.0
EBIT,-230816000.0,-108662000.0,-83217000.0,-61422000.0,-30023000.0
Consolidated Income,-225821000.0,-109751000.0,-83217000.0,-61422000.0,-30023000.0
Earnings Before Tax Margin,-3.47440146762,-1.75484069626,0.0,0.0,0.0
Net Profit Margin,-3.48129249079,-1.98791863645,0.0,0.0,0.0
