Date,2019-01-31,2018-01-31,2017-01-31,2016-01-31
Cash and cash equivalents,517811000.0,257436000.0,191244000.0,229000000.0
Short-term investments,251203000.0,0.0,0.0,0.0
Cash and short-term investments,769014000.0,257436000.0,191244000.0,229000000.0
Receivables,174548000.0,123750000.0,95673000.0,80000000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,984521000.0,418795000.0,314123000.0,333000000.0
Property Plant & Equipment Net,75832000.0,63019000.0,63679000.0,37000000.0
Goodwill and Intangible Assets,269428000.0,51454000.0,58753000.0,32862000.0
Long-term investments,164220000.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,
Total non-current assets,630896000.0,201178000.0,185515000.0,
Total assets,1615417000.0,619973000.0,499638000.0,486000000.0
Payables,19590000.0,23713000.0,19043000.0,13000000.0
Short-term debt,13903000.0,0.0,0.0,0.0
Total current liabilities,516313000.0,373819000.0,269873000.0,201000000.0
Long-term debt,438932000.0,0.0,0.0,0.0
Total debt,452835000.0,0.0,0.0,
Deferred revenue,381060000.0,0.0,0.0,
Tax Liabilities,9733000.0,2511000.0,2437000.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,477030000.0,37301000.0,31080000.0,
Total liabilities,1001055000.0,411120000.0,300953000.0,218000000.0
Other comprehensive income,1545088000,3403000.0,-2746000.0,
Retained earnings (deficit),-928778000.0,-502320000.0,-450044000.0,-335000000.0
Total shareholders equity,614362000.0,-338648000.0,-347355000.0,-280000000.0
Investments,415423000.0,0.0,0.0,1785000.0
Net Debt,-64976000.0,-257436000.0,-191244000.0,
Other Assets,0.0,37609000.0,27206000.0,
Other Liabilities,7712000.0,350106000.0,250830000.0,188000000.0
