Date,2018-12-31,2017-12-31
Depreciation & Amortization,1237000.0,1384000.0
Stock-based compensation,1170000.0,716000.0
Operating Cash Flow,-32953000.0,-27123000.0
Capital Expenditure,-3500000.0,-1124000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-3500000.0,-1124000.0
Issuance (repayment) of debt,0.0,0.0
Issuance (buybacks) of shares,266000.0,246000.0
Dividend payments,0.0,0.0
Financing Cash Flow,52734000.0,30102000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,16281000.0,1855000.0
Free Cash Flow,-36453000.0,-28247000.0
Net Cash/Marketcap,,
