Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,3717000.0,3514000.0,1311000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,3717000.0,3514000.0,1311000.0
Receivables,854000.0,644000.0,144000.0
Inventories,0.0,0.0,0.0
Total current assets,4906000.0,4414000.0,1606000.0
Property Plant & Equipment Net,143000.0,165000.0,70000.0
Goodwill and Intangible Assets,1319000.0,1287000.0,1538000.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,1462000.0,1513000.0,1621000.0
Total assets,6368000.0,5927000.0,3227000.0
Payables,1598000.0,1571000.0,44000.0
Short-term debt,0.0,0.0,63000.0
Total current liabilities,1598000.0,1571000.0,954000.0
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,63000.0
Deferred revenue,0.0,0.0,206000.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,1060000.0,1215000.0,1101000.0
Total liabilities,2658000.0,2786000.0,2055000.0
Other comprehensive income,0.0,0.0,0.0
Retained earnings (deficit),-49689000.0,-37936000.0,-32672000.0
Total shareholders equity,3710000.0,3141000.0,1172000.0
Investments,0.0,0.0,0.0
Net Debt,,,
Other Assets,,,
Other Liabilities,0.0,0.0,847000.0
