Date,2018-12-31,2017-12-31
Depreciation & Amortization,0.0,0.0
Stock-based compensation,121000.0,0.0
Operating Cash Flow,-4625000.0,-4382000.0
Capital Expenditure,0.0,0.0
Acquisitions and disposals,-5000000.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-5000000.0,0.0
Issuance (repayment) of debt,0.0,0.0
Issuance (buybacks) of shares,-44000.0,0.0
Dividend payments,0.0,0.0
Financing Cash Flow,85007000.0,5000000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,75382000.0,618000.0
Free Cash Flow,-4625000.0,-4382000.0
Net Cash/Marketcap,0.1534,0.1534
