Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-11-30
Depreciation & Amortization,1488000.0,439851.0,425342.0,388792.0,1648.0,0.0
Stock-based compensation,0.0,2533245.0,1301402.0,1623398.0,2946740.0,0.0
Operating Cash Flow,-4157000.0,-1676737.0,-1604013.0,-2866411.0,-1224029.0,-950.0
Capital Expenditure,0.0,0.0,2494.0,62029.0,29345.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,-20000.0,0.0,-166226.0,0.0,0.0,0.0
Investing Cash flow,0.0,0.0,-2494.0,-105929.0,-29345.0,22971.0
Issuance (repayment) of debt,-845000.0,-0.0,-10000.0,-1403242.0,-6369.0,-0.0
Issuance (buybacks) of shares,2959000.0,785440.0,1357804.0,-103019.0,-1172117.0,-22021.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Financing Cash Flow,4780000.0,1670535.0,1520250.0,1903242.0,1377598.0,950.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,623000.0,-6202.0,-86257.0,-1069098.0,124224.0,22971.0
Free Cash Flow,-4157000.0,-1676737.0,-1606507.0,-2928440.0,-1253374.0,-950.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0
