Date,2019-02-01,2018-02-02,2017-02-03,2016-01-29,2015-01-30
Revenue,518709000.0,467904000.0,429502000.0,339522000.0,262130000.0
Revenue Growth,0.10857996512105,0.0894105266098877,0.265019645265992,0.295242818448861,
Cost of Revenue,246117000.0,226718000.0,212599000.0,183809000.0,144846000.0
Gross Profit,272592000.0,241186000.0,216903000.0,155713000.0,117284000.0
R&D Expenses,87608000.0,80164000.0,71030000.0,69598000.0,45092000.0
SG&A Expense,233716000.0,244067000.0,211826000.0,192123000.0,133285000.0
Operating Expenses,321324000.0,324231000.0,282856000.0,261721000.0,178377000.0
Operating Income,-48732000.0,-83045000.0,-65953000.0,-106008000.0,-61093000.0
Interest Expense,0.0,0.0,0.0,6569000.0,142000.0
Earnings before Tax,-45954000.0,-85780000.0,-63477000.0,-112577000.0,-61235000.0
Income Tax Expense,-6853000.0,-57703000.0,-25264000.0,-40196000.0,-22745000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-39101000.0,-28077000.0,-38213000.0,-72381000.0,-38490000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-39101000.0,-28077000.0,-38213000.0,-72381000.0,-38490000.0
EPS,-0.48,-0.35,-0.49,-1.03,-0.55
EPS Diluted,-0.48,-0.35,-0.49,-1.03,-0.55
Weighted Average Shs Out,80710000.0,80280000.0,77635000.0,81000000.0,
Weighted Average Shs Out (Dil),80710000.0,80280000.0,77635000.0,70000000.0,70000000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.525520089299,0.515460436329,0.505010453968,0.4586,0.4474
EBITDA Margin,-0.0145071706872,-0.0873555259198,-0.0617645552291,-0.193,-0.075
EBIT Margin,-0.0939486301568,-0.177482987963,-0.153556910096,-0.3122,-0.2331
Profit Margin,-0.0753813795404,-0.0600058986459,-0.0889704820932,-0.213,-0.147
Free Cash Flow margin,0.0906076432065,-0.0278518670497,-0.0609985518112,-0.0556,-0.0279
EBITDA,-7525000.0,-40874000.0,-26528000.0,-65370000.0,-19668000.0
EBIT,-48732000.0,-83045000.0,-65953000.0,-106008000.0,-61093000.0
Consolidated Income,-39101000.0,-28077000.0,-38213000.0,-72381000.0,-38490000.0
Earnings Before Tax Margin,-0.0885930261476,-0.183328204076,-0.1477920941,-0.3316,-0.2336
Net Profit Margin,-0.0753813795404,-0.0600058986459,-0.0889704820932,-0.2132,-0.1468
