Date,2019-01-31,2018-01-31,2017-01-31
Revenue,249824000.0,118752000.0,52745000.0
Revenue Growth,1.10374562112638,1.25143615508579,
Cost of Revenue,87238000.0,54486000.0,34006000.0
Gross Profit,162586000.0,64266000.0,18739000.0
R&D Expenses,84551000.0,58887000.0,39145000.0
SG&A Expense,214899000.0,136819000.0,70150000.0
Operating Expenses,299450000.0,195706000.0,109295000.0
Operating Income,-136864000.0,-131440000.0,-90556000.0
Interest Expense,428000.0,1648000.0,615000.0
Earnings before Tax,-138710000.0,-134561000.0,-91253000.0
Income Tax Expense,1367000.0,929000.0,87000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-140077000.0,-135490000.0,-91340000.0
Preferred Dividends,0.0,5853000.0,17012000.0
Net Income Com,-140077000.0,-141343000.0,-108352000.0
EPS,-3.12,-3.38,-2.73
EPS Diluted,-3.12,-3.38,-2.73
Weighted Average Shs Out,196688971.0,196689000.0,196689000.0
Weighted Average Shs Out (Dil),44863000.0,41876000.0,39706000.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.6508,0.5412,0.3553
EBITDA Margin,-0.492,-1.054,-1.661
EBIT Margin,-0.5535,-1.1192,-1.7184
Profit Margin,-0.561,-1.19,-2.054
Free Cash Flow margin,-0.2626,-0.7428,-1.2161
EBITDA,-122884000.0,-125174000.0,-87617000.0
EBIT,-138282000.0,-132913000.0,-90638000.0
Consolidated Income,-140077000.0,-135490000.0,-91340000.0
Earnings Before Tax Margin,-0.5552,-1.1331,-1.7301
Net Profit Margin,-0.5607,-1.1409,-1.7317
