Date,2018-12-31,2017-12-31
Cash and cash equivalents,196804.0,19538.0
Short-term investments,0.0,0.0
Cash and short-term investments,196804.0,19538.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,240018.0,19538.0
Property Plant & Equipment Net,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,159718098.0,0.0
Tax assets,0.0,
Total non-current assets,159718098.0,
Total assets,159958116.0,197821.0
Payables,108292.0,76804.0
Short-term debt,0.0,0.0
Total current liabilities,314792.0,295404.0
Long-term debt,0.0,0.0
Total debt,0.0,
Deferred revenue,0.0,
Tax Liabilities,200000.0,
Deposit Liabilities,0.0,
Total non-current liabilities,5433750.0,
Total liabilities,5748542.0,295404.0
Other comprehensive income,0.0,
Retained earnings (deficit),470267.0,-122583.0
Total shareholders equity,5000005.0,-97583.0
Investments,159718098.0,0.0
Net Debt,-196804.0,-19538.0
Other Assets,43214.0,0.0
Other Liabilities,206500.0,218600.0
