Date,2018-12-31,2017-12-31,2016-12-31
Revenue,87934000.0,32581000.0,16182000.0
Revenue Growth,1.69893496209447,1.01340996168582,
Cost of Revenue,70360000.0,34772000.0,22494000.0
Gross Profit,17574000.0,-2191000.0,-6312000.0
R&D Expenses,9587000.0,5722000.0,5782000.0
SG&A Expense,34461000.0,17143000.0,12672000.0
Operating Expenses,45563000.0,26374000.0,18454000.0
Operating Income,-27989000.0,-28565000.0,-24766000.0
Interest Expense,1128000.0,1002000.0,380000.0
Earnings before Tax,-29885000.0,-30379000.0,-25146000.0
Income Tax Expense,1000.0,5000.0,3000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-29886000.0,-30384000.0,-25149000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-29886000.0,-30384000.0,-25149000.0
EPS,-4.75,-5.57,-5.51
EPS Diluted,-4.75,-5.57,-5.51
Weighted Average Shs Out,57433044.0,58308000.0,58308000.0
Weighted Average Shs Out (Dil),6287172.0,5457629.0,4566757.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.1999,-0.0672,-0.3901
EBITDA Margin,-0.271,-0.804,-1.402
EBIT Margin,-0.327,-0.9017,-1.5305
Profit Margin,-0.34,-0.933,-1.554
Free Cash Flow margin,-0.6926,-1.0184,-1.7581
EBITDA,-23836000.0,-26196000.0,-22692000.0
EBIT,-28757000.0,-29377000.0,-24766000.0
Consolidated Income,-29886000.0,-30384000.0,-25149000.0
Earnings Before Tax Margin,-0.3399,-0.9324,-1.5539
Net Profit Margin,-0.3399,-0.9326,-1.5541
