Date,2018-12-31,2017-12-31
Cash and cash equivalents,52706000.0,56318000.0
Short-term investments,0.0,0.0
Cash and short-term investments,52706000.0,56318000.0
Receivables,182064000.0,85809000.0
Inventories,0.0,0.0
Total current assets,89533000.0,81277000.0
Property Plant & Equipment Net,1328457000.0,1113073000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,1575552000.0,1247511000.0
Total assets,1665085000.0,1328788000.0
Payables,20075000.0,23867000.0
Short-term debt,43465000.0,107628000.0
Total current liabilities,95404000.0,153895000.0
Long-term debt,916430000.0,723697000.0
Total debt,959895000.0,831325000.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,982883000.0,765119000.0
Total liabilities,1078287000.0,919014000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-286312000.0,-242757000.0
Total shareholders equity,501118000.0,371184000.0
Investments,0.0,0.0
Net Debt,907189000.0,775007000.0
Other Assets,-145237000.0,-60850000.0
Other Liabilities,31864000.0,22400000.0
