Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,8038956.0,4554949.0,4554949.0,0.0,6000.0,6000.0,6000.0
Stock-based compensation,6441250.0,7356180.0,7356000.0,0.0,0.0,0.0,0.0
Operating Cash Flow,70308.0,-1825937.0,-1825937.0,0.0,-30121.0,-24643.0,-23265.0
Capital Expenditure,429417.0,1280011.0,1280011.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-8575628.0,-23868136.0,-23868136.0,438907.0,0.0,0.0,0.0
Issuance (repayment) of debt,250000.0,-134785.0,-52207716.0,-0.0,-0.0,-25701.0,-0.0
Issuance (buybacks) of shares,1756027.0,-823272.0,-2729795.0,-438907.0,-1078.0,-1078.0,-20.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Financing Cash Flow,6600453.0,27984961.0,27984961.0,0.0,30121.0,25701.0,23160.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-1904867.0,2290888.0,2290888.0,438907.0,0.0,1058.0,-105.0
Free Cash Flow,-359109.0,-3105948.0,-3105948.0,0.0,-30121.0,-24643.0,-23265.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0
