Date,2018-12-31,2017-12-31
Revenue,55663000.0,38448000.0
Revenue Growth,0.447747607157719,0.0
Cost of Revenue,19668000.0,15680000.0
Gross Profit,35995000.0,22768000.0
R&D Expenses,39157000.0,31995000.0
SG&A Expense,44895000.0,32714000.0
Operating Expenses,85751000.0,67243000.0
Operating Income,-49756000.0,-44475000.0
Interest Expense,0.0,0.0
Earnings before Tax,-46447000.0,-42831000.0
Income Tax Expense,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-46447000.0,-42831000.0
Preferred Dividends,-102000.0,-135000.0
Net Income Com,-46345000.0,-42696000.0
EPS,-3.67,-3.5
EPS Diluted,-3.67,-3.5
Weighted Average Shs Out,120974230.0,118000000.0
Weighted Average Shs Out (Dil),12629778.0,12196998.0
Dividend per Share,0.0,0.0
Gross Margin,0.6467,0.5922
EBITDA Margin,-0.727,-0.963
EBIT Margin,-0.8344,-1.114
Profit Margin,-0.833,-1.11
Free Cash Flow margin,-0.6927,-0.9642
EBITDA,-40447000.0,-37035000.0
EBIT,-46447000.0,-42831000.0
Consolidated Income,-46447000.0,-42831000.0
Earnings Before Tax Margin,-0.8344,-1.114
Net Profit Margin,-0.8344,-1.114
