Date,2018-12-31,2017-12-31
Revenue,144563000.0,104900000.0
Revenue Growth,0.378102955195424,
Cost of Revenue,65499000.0,48672000.0
Gross Profit,79064000.0,56228000.0
R&D Expenses,34618000.0,28989000.0
SG&A Expense,73584000.0,58269000.0
Operating Expenses,108202000.0,87258000.0
Operating Income,-29138000.0,-31030000.0
Interest Expense,1810000.0,1116000.0
Earnings before Tax,-30750000.0,-32242000.0
Income Tax Expense,185000.0,208000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-30935000.0,-32450000.0
Preferred Dividends,0.0,0.0
Net Income Com,-30935000.0,-32450000.0
EPS,-1.27,-1.39
EPS Diluted,-1.27,-1.39
Weighted Average Shs Out,90689000.0,90689000.0
Weighted Average Shs Out (Dil),24375851.0,23401805.0
Dividend per Share,0.0,0.0
Gross Margin,0.5469,0.536
EBITDA Margin,-0.107,-0.205
EBIT Margin,-0.2002,-0.2967
Profit Margin,-0.214,-0.309
Free Cash Flow margin,-0.2535,-0.3728
EBITDA,-15540000.0,-21484000.0
EBIT,-28940000.0,-31126000.0
Consolidated Income,-30935000.0,-32450000.0
Earnings Before Tax Margin,-0.2127,-0.3074
Net Profit Margin,-0.214,-0.3093
