Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,41634000.0,2363000.0,12400000.0,1187000.0
Short-term investments,0.0,0.0,0.0,
Cash and short-term investments,41634000.0,2363000.0,12400000.0,1187000.0
Receivables,17460000.0,14694000.0,12216000.0,
Inventories,0.0,0.0,0.0,
Total current assets,60550000.0,17650000.0,25201000.0,
Property Plant & Equipment Net,4481000.0,2129000.0,2362000.0,
Goodwill and Intangible Assets,0.0,0.0,0.0,
Long-term investments,0.0,0.0,0.0,
Tax assets,756000.0,0.0,0.0,
Total non-current assets,5196000.0,2869000.0,3049000.0,
Total assets,65746000.0,20519000.0,28250000.0,16335000.0
Payables,16826000.0,11894000.0,10422000.0,
Short-term debt,0.0,361000.0,1466000.0,
Total current liabilities,21365000.0,15016000.0,14054000.0,
Long-term debt,1197000.0,4250000.0,2625000.0,13546000.0
Total debt,1197000.0,4611000.0,4091000.0,
Deferred revenue,1440000.0,986000.0,815000.0,
Tax Liabilities,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,3150000.0,5110000.0,2912000.0,
Total liabilities,22562000.0,20126000.0,16966000.0,22793000.0
Other comprehensive income,143058000,0.0,0.0,
Retained earnings (deficit),-99892000.0,-51319000.0,-31168000.0,
Total shareholders equity,43184000.0,-50544000.0,-25658000.0,
Investments,0.0,0.0,0.0,
Net Debt,-40437000.0,2248000.0,-8309000.0,
Other Assets,0.0,593000.0,585000.0,
Other Liabilities,0.0,2761000.0,2166000.0,
