Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Depreciation & Amortization,2450000.0,3083000.0,249000.0,14000.0,
Stock-based compensation,16429000.0,31878000.0,36370000.0,72386000.0,
Operating Cash Flow,-134207000.0,-190348000.0,-112109000.0,-53347000.0,-1639200.0
Capital Expenditure,0.0,0.0,0.0,0.0,-21600.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,
Investment purchases and sales,0.0,0.0,0.0,0.0,
Investing Cash flow,-202000.0,-4284000.0,-105000.0,-5346000.0,-12021600.0
Issuance (repayment) of debt,-9707000.0,-0.0,-0.0,-0.0,53500000.0
Issuance (buybacks) of shares,-12450000.0,-19822000.0,-212573000.0,-276251000.0,12000000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,0.0
Financing Cash Flow,87071000.0,136396000.0,48536000.0,334944000.0,13660800.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,
Net cash flow / Change in cash,-47338000.0,-58236000.0,-63678000.0,276251000.0,
Free Cash Flow,-134207000.0,-190348000.0,-112109000.0,-53347000.0,
Net Cash/Marketcap,0.0,0.0,0.0,0.0,
