Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,2661505.0651,1336154.7763,494312.455
Stock-based compensation,3554413.8929,1250755.7437,389200.8639
Operating Cash Flow,-14171490.5933,-11416565.9008,-6069402.4478
Capital Expenditure,-8384081.042,-4289298.6699,-2719510.4392
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,-9944428.3647,8010.8827,-1589776.8179
Investing Cash flow,-20145586.1071,-4329504.2322,-4309287.257
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,66746020.2605,0.0,143988.4809
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,88984659.9132,32866686.8198,19488552.9158
Effect of forex changes on cash,-1353400.8683,-1251813.7848,352771.7783
Net cash flow / Change in cash,53314182.3444,15868802.9021,9462634.9892
Free Cash Flow,-22555571.6353,-15705864.5707,-8788912.887
Net Cash/Marketcap,,,
