Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,5120727.0,3316181.0,3245161.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,-6924876.0,-8973695.0,3939329.0
Capital Expenditure,-32691.0,17253.0,-3554258.0
Acquisitions and disposals,612692.0,0.0,0.0
Investment purchases and sales,604467.0,0.0,0.0
Investing Cash flow,1184468.0,17253.0,-3554258.0
Issuance (repayment) of debt,6874994.0,8938290.0,-1197870.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,6874994.0,8938290.0,-1197870.0
Effect of forex changes on cash,-14747.0,6688.0,-32746.0
Net cash flow / Change in cash,1119839.0,-11464.0,-845545.0
Free Cash Flow,-6957567.0,-8956442.0,385071.0
Net Cash/Marketcap,,,
